Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Wanted fertility rate (births per woman),SP.DYN.WFRT,Burundi,BDI,..,..,..,..,4.5,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cabo Verde,CPV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cambodia,KHM,..,..,3,2.8,2.6,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cameroon,CMR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Canada,CAN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cayman Islands,CYM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Central African Republic,CAF,..,4.7,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Chad,TCD,..,..,..,..,..,6.1,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Channel Islands,CHI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Chile,CHL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,China,CHN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Colombia,COL,2.1,2.2,1.8,1.7,1.6,1.6,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Comoros,COM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Congo, Rep.",COG,..,..,..,4.4,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Costa Rica,CRI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cote d'Ivoire,CIV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Croatia,HRV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cuba,CUB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Curacao,CUW,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Cyprus,CYP,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Czechia,CZE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Denmark,DNK,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Djibouti,DJI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Dominica,DMA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Dominican Republic,DOM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Ecuador,ECU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Egypt, Arab Rep.",EGY,..,2.6,2.9,2.3,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,El Salvador,SLV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Equatorial Guinea,GNQ,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Eritrea,ERI,..,5.7,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Estonia,EST,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Eswatini,SWZ,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Ethiopia,ETH,..,..,4.7,4,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Faroe Islands,FRO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Fiji,FJI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Finland,FIN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,France,FRA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,French Polynesia,PYF,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Gabon,GAB,..,..,3.5,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Gambia, The",GMB,..,..,..,..,..,..,4
Wanted fertility rate (births per woman),SP.DYN.WFRT,Georgia,GEO,..,..,3.5,2.6,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Germany,DEU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Ghana,GHA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Gibraltar,GIB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Greece,GRC,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Greenland,GRL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Grenada,GRD,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Guam,GUM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Guatemala,GTM,..,4,..,..,..,2.6,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Guinea,GIN,..,..,..,5.1,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Guinea-Bissau,GNB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Guyana,GUY,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Haiti,HTI,..,3,2.8,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Honduras,HND,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Hungary,HUN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Iceland,ISL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,India,IND,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Indonesia,IDN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Iraq,IRQ,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Ireland,IRL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Isle of Man,IMN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Israel,ISR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Italy,ITA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Jamaica,JAM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Japan,JPN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Jordan,JOR,3.9,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kazakhstan,KAZ,..,2.3,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kenya,KEN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kiribati,KIR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Korea, Rep.",KOR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kosovo,XKX,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kuwait,KWT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Lao PDR,LAO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Latvia,LVA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Lebanon,LBN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Lesotho,LSO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Liberia,LBR,..,..,..,..,..,..,3.7
Wanted fertility rate (births per woman),SP.DYN.WFRT,Libya,LBY,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Liechtenstein,LIE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Lithuania,LTU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Luxembourg,LUX,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Macao SAR, China",MAC,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Madagascar,MDG,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Malawi,MWI,..,..,5.2,..,4.5,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Malaysia,MYS,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Maldives,MDV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mali,MLI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Malta,MLT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Marshall Islands,MHL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mauritania,MRT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mauritius,MUS,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mexico,MEX,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Moldova,MDA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Monaco,MCO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mongolia,MNG,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Montenegro,MNE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Morocco,MAR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Mozambique,MOZ,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Myanmar,MMR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Namibia,NAM,..,..,3.4,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Nauru,NRU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Nepal,NPL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Netherlands,NLD,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,New Caledonia,NCL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,New Zealand,NZL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Nicaragua,NIC,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Niger,NER,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Nigeria,NGA,5.8,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,North Macedonia,MKD,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Norway,NOR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Oman,OMN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Pakistan,PAK,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Palau,PLW,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Panama,PAN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Papua New Guinea,PNG,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Paraguay,PRY,4,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Peru,PER,..,..,1.8,..,1.8,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Philippines,PHL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Poland,POL,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Portugal,PRT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Puerto Rico,PRI,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Qatar,QAT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Romania,ROU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Russian Federation,RUS,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Rwanda,RWA,..,..,4.7,4.6,3.2,3.1,3.1
Wanted fertility rate (births per woman),SP.DYN.WFRT,Samoa,WSM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,San Marino,SMR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sao Tome and Principe,STP,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Saudi Arabia,SAU,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Senegal,SEN,..,..,..,4.5,..,4.3,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Serbia,SRB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Seychelles,SYC,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sierra Leone,SLE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Singapore,SGP,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Slovak Republic,SVK,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Slovenia,SVN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Solomon Islands,SLB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Somalia,SOM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,South Africa,ZAF,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,South Sudan,SSD,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Spain,ESP,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sri Lanka,LKA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,St. Lucia,LCA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,St. Martin (French part),MAF,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sudan,SDN,4.2,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Suriname,SUR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Sweden,SWE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Switzerland,CHE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Tajikistan,TJK,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Tanzania,TZA,..,..,..,4.9,4.7,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Thailand,THA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Timor-Leste,TLS,..,..,..,..,5.1,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Togo,TGO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Tonga,TON,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Trinidad and Tobago,TTO,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Tunisia,TUN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Turkiye,TUR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Turkmenistan,TKM,..,..,2.7,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Tuvalu,TUV,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Uganda,UGA,..,5.6,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Ukraine,UKR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,United Arab Emirates,ARE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,United Kingdom,GBR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,United States,USA,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Uruguay,URY,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Uzbekistan,UZB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Vanuatu,VUT,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Venezuela, RB",VEN,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Vietnam,VNM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,West Bank and Gaza,PSE,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,"Yemen, Rep.",YEM,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Zambia,ZMB,..,..,..,..,..,..,..
Wanted fertility rate (births per woman),SP.DYN.WFRT,Zimbabwe,ZWE,..,..,..,..,..,3.6,..
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Afghanistan,AFG,..,..,68,47,43,39,34
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Albania,ALB,..,..,0.73,0.39,0.29,0.29,0.32
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Algeria,DZA,..,..,8.2,8.8,8.5,8.1,9
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,American Samoa,ASM,..,..,0.49,0.95,0.67,0.68,0.19
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Andorra,AND,..,..,1.7,1.2,0.78,0.48,0.24
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Angola,AGO,..,..,75,67,68,56,55
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Antigua and Barbuda,ATG,..,..,1.3,1.2,1.5,1.2,1.2
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Argentina,ARG,..,..,2.4,2,1.4,1.5,1.5
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Armenia,ARM,..,..,5.4,6,5.6,2.4,1
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Aruba,ABW,..,..,0.64,0.83,0.56,0.83,0.09
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Australia,AUS,..,..,0.28,0.3,0.25,0.22,0.18
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Austria,AUT,..,..,0.93,0.67,0.47,0.75,0.46
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Azerbaijan,AZE,..,..,19,9.3,8.9,5.9,6.3
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,"Bahamas, The",BHS,..,..,2.7,1.2,0.57,0.55,0.58
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bahrain,BHR,..,..,2.5,1.1,0.79,0.51,0.51
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bangladesh,BGD,..,..,71,60,53,42,26
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Barbados,BRB,..,..,0.42,0.89,0.48,0.87,0.87
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Belarus,BLR,..,..,7.9,11,8.9,4.7,2.8
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Belgium,BEL,..,..,1,0.87,0.57,0.54,0.29
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Belize,BLZ,..,..,3,1.9,3.7,2.1,1.8
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Benin,BEN,..,..,17,12,11,9.2,9.3
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bermuda,BMU,..,..,0,0.61,0.14,0,0.3
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bhutan,BTN,..,..,26,20,25,18,23
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bolivia,BOL,..,..,29,20,15,12,11
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bosnia and Herzegovina,BIH,..,..,5,5.2,5.1,3.6,2.8
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Botswana,BWA,..,..,44,24,28,24,29
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Brazil,BRA,..,..,4.2,3.2,2.8,2.6,2.7
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,British Virgin Islands,VGB,..,..,0.47,0,0.34,0,0.31
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Brunei Darussalam,BRN,..,..,5.7,4.1,4,4.5,5.1
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Bulgaria,BGR,..,..,4.4,3.6,2.7,1.6,1.4
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Burkina Faso,BFA,..,..,15,14,10,9,8.5
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Burundi,BDI,..,..,48,34,21,22,20
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cabo Verde,CPV,..,..,6.3,6.3,6.3,4.3,4.3
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cambodia,KHM,..,..,42,32,25,21,20
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cameroon,CMR,..,..,62,49,42,30,30
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Canada,CAN,..,..,0.46,0.4,0.27,0.35,0.21
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cayman Islands,CYM,..,..,1.1,0.08,0.67,1.1,0.28
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Central African Republic,CAF,..,..,81,103,90,84,96
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Chad,TCD,..,..,30,31,25,23,25
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Channel Islands,CHI,..,..,..,..,..,..,..
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Chile,CHL,..,..,3.6,3.8,3.2,2.5,1.7
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,China,CHN,..,..,8.7,5.5,3.9,2.8,2.1
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Colombia,COL,..,..,3.2,2.7,2.3,2.2,2.5
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Comoros,COM,..,..,7.9,8.2,7.2,6.8,7.2
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,"Congo, Dem. Rep.",COD,..,..,61,54,55,64,47
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,"Congo, Rep.",COG,..,..,18,46,43,53,57
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Costa Rica,CRI,..,..,2,1.5,1,0.68,0.6
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cote d'Ivoire,CIV,..,..,51,39,30,23,23
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Croatia,HRV,..,..,3.9,2.7,1.9,1.1,0.88
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cuba,CUB,..,..,0.48,0.38,0.4,0.44,0.35
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Curacao,CUW,..,..,..,..,0.21,0.47,0.62
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Cyprus,CYP,..,..,0,0.5,0.11,0.19,0.39
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Czechia,CZE,..,..,1.2,0.68,0.38,0.54,0.21
"Tuberculosis death rate (per 100,000 people)",SH.TBS.MORT,Denmark,DNK,..,..,0.75,0.5,0.65,0.31,0.17
