Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
311,2000,   Angola,,24,B R, 1 091, 1 623, 2 406, 2 925, 3 398, 3 091, 2 107, 1 330,  947,  743,  650,  563,  522,  525,  420,  400, 22 741
312,2005,   Angola,,24,B R, 2 720, 2 165, 3 209, 3 901, 4 540, 4 122, 2 806, 1 774, 1 265,  990,  865,  751,  695,  700,  559,  533, 31 595
313,2010,   Angola,,24,B R, 15 086, 7 806, 8 856, 14 592, 20 444, 22 196, 19 470, 15 806, 12 487, 10 449, 8 064, 5 872, 4 443, 3 463, 2 389, 2 612, 174 035
314,2015,   Angola,,24,B R, 28 422, 19 090, 14 772, 22 786, 39 426, 44 958, 37 002, 28 825, 23 681, 19 492, 14 880, 11 093, 8 565, 6 311, 4 137, 4 103, 327 543
315,2020,   Angola,,24,B R, 28 072, 22 345, 16 801, 18 381, 30 479, 40 160, 37 196, 30 000, 24 789, 20 779, 16 401, 12 374, 9 902, 7 548, 4 929, 4 877, 325 033
316,1990,   Cameroon,,120,B R, 7 751, 10 899, 12 755, 12 060, 12 719, 13 672, 13 686, 11 733, 9 674, 7 222, 2 781, 1 655, 1 389, 1 052,  420,  630, 120 098
317,1995,   Cameroon,,120,B R, 5 039, 7 196, 9 256, 11 634, 12 927, 13 603, 12 551, 10 410, 8 341, 6 393, 4 641, 3 226, 2 666, 1 482,  592,  889, 110 846
318,2000,   Cameroon,,120,B R, 4 414, 6 303, 7 151, 9 324, 11 116, 12 351, 11 979, 10 748, 8 983, 6 902, 5 038, 3 556, 2 771, 1 300,  519,  779, 103 234
319,2005,   Cameroon,,120,B R, 2 178, 5 397, 7 045, 9 330, 13 144, 14 539, 14 666, 13 307, 11 204, 9 315, 6 526, 4 771, 3 246, 2 515, 1 247,  944, 119 374
320,2010,   Cameroon,,120,B R, 10 820, 14 969, 8 924, 8 321, 9 721, 11 513, 12 316, 11 846, 10 861, 9 337, 7 710, 5 730, 3 184, 2 011, 1 224, 1 502, 129 989
321,2015,   Cameroon,,120,B R, 26 088, 38 084, 22 007, 17 896, 18 141, 20 886, 21 966, 20 997, 19 138, 16 397, 13 291, 9 752, 5 299, 3 064, 1 812, 2 217, 257 035
322,2020,   Cameroon,,120,B R, 16 610, 37 582, 30 524, 28 547, 24 269, 24 010, 23 237, 22 141, 20 959, 19 405, 16 012, 12 722, 7 002, 4 813, 2 515, 2 607, 292 955
323,1990,   Central African Republic,,140,C R, 4 152, 3 610, 3 144, 3 088, 3 292, 3 203, 2 740, 2 159, 1 695, 1 299,  931,  694,  566,  468,  233,  274, 31 548
324,1995,   Central African Republic,,140,C R, 6 760, 4 036, 3 547, 3 348, 4 443, 5 064, 4 803, 3 928, 3 203, 2 276, 1 615, 1 150,  892,  718,  552,  402, 46 737
325,2000,   Central African Republic,,140,C R, 8 978, 5 468, 3 482, 3 968, 5 009, 5 681, 5 705, 5 043, 3 940, 3 135, 2 054, 1 724, 1 210, 1 002,  819,  675, 57 893
326,2005,   Central African Republic,,140,C R, 5 821, 5 080, 3 255, 2 590, 3 283, 3 863, 4 131, 3 998, 3 451, 2 705, 2 038, 1 436, 1 187,  867,  680,  725, 45 110
327,2010,   Central African Republic,,140,C R, 5 687, 3 603, 3 338, 2 854, 2 998, 3 600, 3 928, 3 920, 3 563, 3 031, 2 293, 1 705, 1 233,  985,  668,  868, 44 274
328,2015,   Central African Republic,,140,C R, 3 745, 3 285, 2 319, 2 643, 3 174, 3 522, 3 535, 3 325, 3 066, 2 684, 2 097, 1 579, 1 201,  864,  622,  760, 38 421
329,2020,   Central African Republic,,140,C R, 4 169, 2 684, 2 488, 2 532, 3 727, 4 402, 4 235, 3 770, 3 322, 2 921, 2 302, 1 765, 1 361, 1 013,  670,  828, 42 189
330,1990,   Chad,,148,B R, 2 233, 3 464, 4 266, 4 243, 3 981, 3 799, 3 105, 2 306, 1 715, 1 335, 1 010,  731,  781,  620,  248,  372, 34 209
331,1995,   Chad,,148,B R, 2 521, 3 495, 3 483, 4 558, 5 017, 5 059, 4 314, 3 636, 2 756, 1 898, 1 337,  883,  777,  544,  449,  559, 41 286
332,2000,   Chad,,148,B R, 6 636, 5 195, 5 099, 6 047, 4 746, 4 677, 4 081, 3 345, 2 489, 1 371, 1 947, 1 171,  518,  185,  319,  536, 48 362
333,2005,   Chad,,148,B R, 24 896, 22 255, 20 043, 21 520, 18 142, 18 551, 16 204, 12 890, 10 434, 8 766, 6 143, 6 143, 2 221, 1 405, 1 048, 1 724, 192 385
334,2010,   Chad,,148,B R, 23 720, 20 738, 20 867, 21 450, 21 933, 26 425, 23 480, 17 258, 13 149, 15 044, 9 339, 7 178, 3 095, 2 122, 1 707, 2 708, 230 213
335,2015,   Chad,,148,B R, 18 924, 18 958, 19 705, 23 070, 23 902, 31 754, 28 722, 20 318, 15 411, 17 220, 13 411, 9 047, 3 544, 2 720, 2 016, 2 606, 251 328
336,2020,   Chad,,148,B R, 24 354, 22 490, 21 897, 23 550, 26 276, 36 083, 35 373, 25 517, 18 739, 20 850, 15 927, 13 265, 4 667, 3 278, 2 703, 2 977, 297 946
337,1990,   Congo,,178,B R, 4 812, 4 154, 5 011, 5 934, 7 042, 7 601, 7 240, 6 319, 4 940, 3 561, 2 510, 1 944, 1 696, 1 156,  462,  693, 65 075
338,1995,   Congo,,178,B R, 9 062, 7 218, 7 483, 8 230, 9 654, 10 918, 10 373, 9 146, 6 958, 5 003, 3 627, 2 895, 2 324, 1 461,  584,  877, 95 813
339,2000,   Congo,,178,B R, 15 822, 12 276, 12 004, 12 772, 14 895, 17 219, 16 335, 14 474, 10 875, 7 811, 5 736, 4 642, 3 586, 2 164,  865, 1 297, 152 773
340,2005,   Congo,,178,B R, 15 128, 12 214, 11 820, 11 726, 13 317, 15 301, 14 910, 13 852, 10 866, 8 153, 5 977, 4 701, 3 583, 1 974,  789, 1 184, 145 495
341,2010,   Congo,,178,B R, 20 234, 16 803, 16 146, 15 213, 16 913, 19 332, 19 255, 18 540, 14 993, 11 575, 8 476, 6 547, 4 944, 2 549, 1 019, 1 529, 194 068
342,2015,   Congo,,178,B R, 16 699, 15 035, 14 369, 13 704, 15 131, 17 198, 17 600, 17 077, 14 356, 11 178, 8 279, 6 327, 4 812, 2 307,  922, 1 384, 176 378
343,2020,   Congo,,178,B R, 11 691, 10 676, 11 836, 14 386, 16 831, 18 344, 18 125, 16 626, 15 899, 12 586, 9 493, 7 037, 5 483, 4 083, 1 899, 1 208, 176 203
344,1990,   Democratic Republic of the Congo,,180,B R, 15 333, 26 353, 35 922, 43 732, 47 720, 46 039, 38 087, 32 214, 26 458, 22 080, 18 281, 14 621, 10 365, 6 937, 2 774, 4 161, 391 077
345,1995,   Democratic Republic of the Congo,,180,B R, 35 900, 61 699, 84 101, 102 386, 111 721, 107 786, 89 159, 75 419, 61 945, 51 693, 42 799, 34 230, 24 267, 16 240, 6 495, 9 744, 915 584
346,2000,   Democratic Republic of the Congo,,180,B R, 14 872, 25 559, 34 840, 42 415, 46 282, 44 652, 36 943, 31 243, 25 660, 21 415, 17 730, 14 179, 10 052, 6 727, 2 690, 4 036, 379 295
347,2005,   Democratic Republic of the Congo,,180,B R, 12 571, 21 607, 29 452, 35 856, 39 135, 37 748, 31 231, 26 412, 21 692, 18 103, 14 987, 11 987, 8 498, 5 686, 2 274, 3 411, 320 650
348,2010,   Democratic Republic of the Congo,,180,B R, 11 965, 20 565, 28 032, 34 128, 37 246, 35 926, 29 728, 25 138, 20 647, 17 230, 14 265, 11 409, 8 087, 5 412, 2 164, 3 247, 305 189
349,2015,   Democratic Republic of the Congo,,180,B R, 16 313, 28 036, 38 215, 46 525, 50 775, 48 978, 40 520, 34 270, 28 148, 23 489, 19 447, 15 554, 11 026, 7 379, 2 950, 4 427, 416 052
350,2020,   Democratic Republic of the Congo,,180,B R, 4 580, 18 393, 31 140, 48 277, 64 864, 68 738, 60 266, 47 920, 39 407, 31 908, 24 451, 19 061, 14 027, 9 791, 6 321, 4 675, 493 819
351,1990,   Equatorial Guinea,,226,C,  157,  116,  83,  89,  119,  138,  138,  118,  85,  59,  41,  38,  30,  21,  14,  29, 1 275
352,1995,   Equatorial Guinea,,226,C,  182,  135,  114,  128,  164,  179,  176,  155,  121,  86,  63,  57,  46,  32,  21,  40, 1 699
353,2000,   Equatorial Guinea,,226,C,  205,  156,  144,  167,  209,  218,  217,  194,  157,  113,  85,  76,  60,  42,  28,  52, 2 123
354,2005,   Equatorial Guinea,,226,C,  245,  209,  204,  238,  289,  313,  313,  283,  239,  185,  146,  119,  96,  66,  28,  51, 3 024
355,2010,   Equatorial Guinea,,226,C,  283,  262,  263,  305,  365,  403,  404,  367,  319,  286,  204,  162,  130,  91,  28,  52, 3 924
356,2015,   Equatorial Guinea,,226,C,  781,  552,  557, 1 326, 7 202, 12 237, 7 639, 6 680, 4 465, 2 720, 1 863,  912,  482,  289,  206,  173, 48 084
357,2020,   Equatorial Guinea,,226,C,  873,  624,  642, 1 653, 8 293, 13 739, 8 439, 7 227, 4 731, 2 842, 1 907,  900,  453,  255,  184,  140, 52 902
358,1990,   Gabon,,266,C R, 6 482, 5 776, 5 218, 4 889, 5 344, 5 964, 5 783, 4 546, 3 352, 2 383, 1 679, 1 188,  989,  712,  284,  427, 55 016
359,1995,   Gabon,,266,C R, 7 994, 7 168, 6 697, 6 514, 7 183, 7 774, 7 349, 6 207, 4 960, 3 680, 2 677, 1 976, 1 615,  917,  366,  550, 73 627
360,2000,   Gabon,,266,C R, 9 415, 8 480, 8 103, 8 068, 8 944, 9 499, 8 833, 7 803, 6 519, 4 938, 3 649, 2 744, 2 226, 1 112,  445,  667, 91 445
361,2005,   Gabon,,266,C R, 9 706, 8 443, 7 839, 9 351, 10 112, 10 182, 9 534, 8 337, 7 007, 5 540, 4 350, 3 519, 2 367, 1 216,  485,  729, 98 717
362,2010,   Gabon,,266,C R, 10 678, 9 065, 8 240, 11 059, 11 790, 11 491, 10 808, 9 389, 7 922, 6 430, 5 225, 4 385, 2 888, 1 390,  555,  834, 112 149
363,2015,   Gabon,,266,C R, 11 930, 10 469, 9 533, 12 581, 13 943, 13 845, 13 124, 11 592, 9 855, 8 071, 6 559, 5 467, 3 774, 2 081,  832, 1 248, 134 904
364,2020,   Gabon,,266,C R, 11 954, 10 687, 9 811, 11 393, 15 462, 16 262, 15 309, 12 815, 10 798, 9 361, 7 448, 6 048, 4 937, 3 490, 1 608, 1 236, 148 619
365,1990,   Sao Tome and Principe,,678,C,  81,  218,  232,  335,  220,  139,  101,  155,  296,  282,  206,  121,  91,  56,  43,  53, 2 629
366,1995,   Sao Tome and Principe,,678,C,  69,  86,  163,  203,  310,  213,  137,  95,  131,  250,  237,  181,  104,  80,  50,  79, 2 388
367,2000,   Sao Tome and Principe,,678,C,  58,  91,  138,  201,  231,  189,  120,  101,  149,  210,  219,  168,  111,  74,  51,  42, 2 153
368,2005,   Sao Tome and Principe,,678,C,  45,  62,  88,  134,  170,  166,  121,  86,  100,  141,  169,  152,  110,  72,  49,  41, 1 706
369,2010,   Sao Tome and Principe,,678,C,  56,  75,  69,  50,  59,  79,  69,  75,  79,  123,  102,  61,  53,  65,  124,  209, 1 348
370,2015,   Sao Tome and Principe,,678,C,  53,  67,  61,  56,  51,  65,  69,  67,  72,  94,  107,  76,  54,  55,  88,  162, 1 197
371,2020,   Sao Tome and Principe,,678,C,  41,  52,  46,  60,  73,  77,  76,  69,  66,  68,  77,  74,  52,  38,  38,  165, 1 072
379,1990,   Algeria,,12,B R, 7 603, 7 418, 7 267, 8 375, 10 876, 13 084, 13 119, 11 244, 9 344, 7 967, 6 844, 5 836, 4 795, 3 754, 2 815, 3 379, 123 720
380,1995,   Algeria,,12,B R, 7 225, 6 882, 6 611, 7 644, 9 976, 11 865, 12 087, 10 706, 9 289, 8 419, 7 337, 5 925, 4 667, 3 678, 2 743, 3 282, 118 336
381,2000,   Algeria,,12,B R, 6 847, 6 346, 5 958, 6 916, 9 078, 10 648, 11 060, 10 168, 9 232, 8 867, 7 824, 6 013, 4 538, 3 600, 2 671, 3 186, 112 952
382,2005,   Algeria,,12,B R, 5 356, 4 811, 4 393, 5 124, 6 775, 7 813, 8 320, 7 973, 7 828, 7 706, 6 875, 5 048, 3 650, 2 916, 2 150, 2 556, 89 294
383,2010,   Algeria,,12,B R, 6 104, 5 289, 4 668, 5 477, 7 307, 8 247, 9 036, 9 110, 9 126, 9 766, 8 795, 6 191, 4 286, 3 449, 2 527, 2 996, 102 374
384,2015,   Algeria,,12,B R, 4 831, 4 632, 4 819, 6 302, 8 623, 10 639, 10 180, 9 678, 9 511, 9 803, 9 709, 8 061, 5 672, 3 740, 3 001, 3 750, 112 951
385,2020,   Algeria,,12,B R, 4 668, 3 012, 3 920, 6 281, 9 165, 11 509, 11 990, 10 260, 9 634, 9 828, 9 463, 8 661, 7 194, 4 830, 3 190, 4 631, 118 236
386,1990,   Egypt,,818,B R, 10 336, 9 486, 8 885, 8 517, 9 249, 6 420, 4 911, 4 746, 4 060, 3 579, 3 084, 2 255, 2 370, 1 970,  788, 1 182, 81 838
387,1995,   Egypt,,818,B R, 8 010, 7 402, 7 004, 7 213, 9 638, 7 257, 6 512, 5 698, 4 631, 3 795, 3 092, 2 219, 2 245, 1 847,  739, 1 108, 78 410
388,2000,   Egypt,,818,B R, 4 840, 4 620, 4 680, 5 971, 11 964, 10 786, 11 092, 8 647, 6 500, 4 943, 3 642, 2 617, 2 200, 1 375, 1 071, 1 602, 86 550
389,2005,   Egypt,,818,B R, 6 701, 6 396, 6 479, 8 266, 16 559, 14 928, 15 345, 11 968, 8 998, 6 841, 5 041, 3 622, 3 046, 1 904, 1 483, 2 218, 119 795
390,2010,   Egypt,,818,B R, 5 577, 4 953, 6 446, 8 674, 12 010, 23 180, 18 374, 16 204, 11 465, 8 952, 6 279, 4 296, 2 687, 2 348, 1 685, 2 783, 135 913
391,2015,   Egypt,,818,B R, 5 416, 4 366, 4 783, 8 296, 13 555, 18 995, 24 970, 16 974, 14 454, 11 028, 7 886, 5 430, 3 282, 2 040, 2 033, 2 700, 146 208
392,2020,   Egypt,,818,B R, 15 248, 10 930, 10 413, 13 858, 24 065, 34 818, 32 606, 31 917, 21 664, 19 647, 13 725, 9 686, 5 767, 3 488, 2 422, 4 131, 254 385
393,1990,   Libya,,434,C R, 22 936, 20 019, 22 094, 29 453, 34 466, 29 305, 19 412, 11 634, 6 810, 4 396, 3 108, 2 738, 3 530, 1 831, 1 334, 1 302, 214 368
394,1995,   Libya,,434,C R, 22 435, 19 581, 21 818, 27 063, 30 525, 26 520, 18 771, 12 083, 7 405, 4 963, 3 677, 3 284, 4 034, 2 040, 1 487, 1 449, 207 135
395,2000,   Libya,,434,C R, 21 712, 18 949, 21 276, 24 839, 27 071, 24 005, 17 994, 12 240, 7 743, 5 318, 4 050, 3 647, 4 355, 2 167, 1 580, 1 540, 198 486
396,2005,   Libya,,434,C R, 18 294, 17 007, 18 773, 22 037, 23 621, 20 905, 16 218, 11 365, 7 664, 5 484, 4 385, 3 972, 4 548, 2 236, 1 630, 1 588, 179 727
397,2010,   Libya,,434,C R, 18 701, 18 399, 20 015, 23 608, 24 928, 22 032, 17 607, 12 642, 8 948, 6 584, 5 430, 4 938, 5 507, 2 685, 1 958, 1 907, 195 889
398,2015,   Libya,,434,C R, 22 348, 20 690, 20 999, 23 471, 25 334, 25 047, 21 659, 16 520, 11 891, 8 287, 6 240, 5 566, 5 743, 3 362, 2 450, 2 386, 221 993
399,2020,   Libya,,434,C R, 19 400, 18 437, 19 924, 22 406, 27 798, 28 511, 22 468, 17 068, 12 959, 9 950, 7 493, 6 664, 6 990, 6 805, 2 525, 3 342, 232 740
400,1990,   Morocco,,504,C R, 1 778, 1 579, 1 599, 1 680, 1 802, 1 930, 2 007, 1 965, 1 873, 1 752, 1 576, 1 324, 1 139, 1 179, 1 316, 1 372, 25 871
401,1995,   Morocco,,504,C R, 1 664, 1 488, 1 452, 1 509, 1 605, 1 732, 1 856, 1 855, 1 786, 1 686, 1 562, 1 358, 1 090, 1 018, 1 169, 1 266, 24 096
402,2000,   Morocco,,504,C R, 1 764, 1 647, 1 536, 1 559, 1 655, 1 764, 1 939, 2 000, 1 951, 1 853, 1 738, 1 592, 1 298, 1 023, 1 146, 1 336, 25 801
403,2005,   Morocco,,504,C R, 1 883, 1 814, 1 713, 1 578, 1 755, 1 788, 1 993, 2 132, 2 148, 2 028, 1 930, 1 782, 1 620, 1 146, 1 033, 1 393, 27 736
404,2010,   Morocco,,504,C R, 2 463, 1 863, 1 853, 2 097, 2 500, 2 827, 2 991, 3 021, 2 839, 2 631, 2 318, 2 005, 1 702, 1 343, 1 019, 1 836, 35 308
405,2015,   Morocco,,504,C R, 3 227, 2 530, 2 099, 2 569, 3 632, 4 350, 4 372, 4 087, 3 767, 3 384, 2 875, 2 414, 2 002, 1 624, 1 225, 1 880, 46 037
406,2020,   Morocco,,504,C R, 3 074, 2 651, 2 320, 2 411, 3 305, 4 928, 5 124, 4 631, 4 207, 3 823, 3 250, 2 706, 2 245, 1 797, 1 352, 1 827, 49 651
407,1990,   Sudan,3,729,B R, 88 594, 105 345, 71 823, 70 741, 60 183, 49 869, 40 030, 37 717, 33 870, 25 986, 29 872, 33 482, 35 109, 8 671, 7 190, 8 029, 706 511
408,1995,   Sudan,3,729,B R, 62 823, 69 038, 63 158, 50 469, 46 178, 38 814, 31 702, 27 422, 25 248, 21 106, 19 703, 22 344, 24 371, 13 707, 6 501, 5 111, 527 695
409,2000,   Sudan,3,729,B R, 45 371, 47 813, 47 846, 40 936, 34 689, 30 510, 25 312, 21 221, 18 907, 16 637, 14 649, 15 094, 16 785, 12 398, 8 177, 4 123, 400 468
410,2005,   Sudan,3,729,B R, 28 998, 29 905, 30 444, 28 082, 23 861, 20 569, 17 613, 14 681, 12 661, 11 214, 9 870, 9 384, 10 060, 9 911, 7 178, 3 904, 268 335
411,2010,   Sudan,3,729,B R, 31 361, 31 989, 32 662, 31 680, 28 108, 24 043, 20 662, 17 475, 14 795, 12 920, 11 408, 10 418, 10 522, 10 813, 9 252, 6 049, 304 157
412,2015,   Sudan,3,729,B R, 30 267, 30 702, 31 457, 31 415, 29 177, 25 451, 21 816, 18 612, 15 748, 13 525, 11 873, 10 653, 10 220, 10 414, 9 795, 7 513, 308 638
413,2020,   Sudan,3,729,B R, 90 103, 78 249, 80 269, 76 414, 36 279, 39 617, 39 171, 40 090, 43 192, 41 827, 37 460, 34 337, 13 964, 11 529, 10 363, 21 106, 693 970
414,1990,   Tunisia,,788,C R,  970, 1 032, 1 071, 1 214, 1 675, 2 115, 2 206, 1 995, 1 675, 1 334, 1 099,  846,  669,  432,  303,  448, 19 084
415,1995,   Tunisia,,788,C R,  894,  948, 1 014, 1 129, 1 470, 1 841, 2 050, 2 012, 1 776, 1 455, 1 200,  975,  697,  426,  383,  552, 18 822
416,2000,   Tunisia,,788,C R,  810,  860,  945, 1 036, 1 285, 1 594, 1 894, 2 018, 1 872, 1 582, 1 305,  975,  584,  427,  341,  512, 18 040
417,2005,   Tunisia,,788,C R,  737,  779,  857,  941, 1 158, 1 410, 1 685, 1 842, 1 795, 1 600, 1 363,  955,  654,  470,  305,  489, 17 040
418,2010,   Tunisia,,788,C R,  898,  983, 1 062, 1 180, 1 494, 1 817, 2 083, 2 202, 2 156, 1 968, 1 712, 1 317,  784,  469,  324,  487, 20 936
419,2015,   Tunisia,,788,C R, 1 427, 1 089, 1 172, 1 406, 1 843, 2 327, 2 566, 2 667, 2 661, 2 536, 2 230, 1 898, 1 468,  860,  514,  615, 27 279
420,2020,   Tunisia,,788,C R, 1 567, 1 457, 1 168, 1 332, 1 747, 2 244, 2 575, 2 658, 2 622, 2 543, 2 330, 2 011, 1 696, 1 263,  741,  717, 28 671
421,1990,   Western Sahara,,732,I,  61,  62,  63,  62,  118,  178,  181,  143,  107,  71,  54,  39,  29,  18,  11,  26, 1 223
422,1995,   Western Sahara,,732,I,  68,  73,  73,  72,  96,  144,  182,  169,  134,  97,  66,  50,  37,  28,  19,  30, 1 338
423,2000,   Western Sahara,,732,I,  74,  77,  76,  92,  119,  133,  158,  168,  145,  116,  82,  62,  46,  37,  30,  37, 1 452
424,2005,   Western Sahara,,732,I,  87,  81,  84,  101,  140,  161,  167,  169,  160,  136,  107,  79,  60,  46,  38,  51, 1 667
425,2010,   Western Sahara,,732,I,  99,  84,  88,  108,  143,  177,  194,  186,  172,  158,  132,  101,  76,  57,  43,  63, 1 881
426,2015,   Western Sahara,,732,I,  113,  100,  93,  117,  176,  212,  221,  206,  183,  165,  143,  117,  90,  67,  50,  67, 2 120
427,2020,   Western Sahara,,732,I,  113,  106,  100,  115,  173,  224,  242,  216,  191,  168,  145,  122,  99,  76,  57,  72, 2 219
435,1990,   Botswana,,72,B R, 1 257, 1 330,  873,  709,  905, 1 144, 1 301,  953,  730,  551,  365,  288,  203,  129,  50,  108, 10 896
436,1995,   Botswana,,72,B R, 1 155, 1 423, 1 272, 1 145, 1 497, 1 972, 2 010, 1 508, 1 212,  944,  753,  504,  375,  310,  219,  352, 16 651
437,2000,   Botswana,,72,B R, 1 363, 1 907, 2 124, 2 098, 2 815, 3 834, 3 831, 3 227, 2 606, 2 024, 1 520, 1 059,  796,  632,  509,  749, 31 094
438,2005,   Botswana,,72,B R, 1 619, 1 810, 1 932, 2 105, 3 924, 5 445, 5 006, 3 859, 2 861, 2 030, 1 506, 1 038,  731,  577,  421,  638, 35 502
439,2010,   Botswana,,72,B R, 1 927, 1 743, 1 770, 2 158, 5 209, 7 267, 6 373, 4 562, 3 149, 2 071, 1 526, 1 039,  682,  532,  327,  509, 40 844
440,2015,   Botswana,,72,B R, 1 721, 2 024, 1 932, 2 814, 4 337, 6 199, 6 512, 5 105, 3 915, 3 069, 2 204, 1 595, 1 143,  732,  554,  546, 44 402
441,2020,   Botswana,,72,B R, 1 879, 1 899, 2 066, 2 937, 4 755, 5 955, 6 204, 5 313, 4 289, 3 543, 2 788, 1 985, 1 475,  989,  683,  691, 47 451
442,1990,   Eswatini,,748,B R, 1 787, 1 904, 2 712, 3 662, 3 859, 3 696, 3 503, 3 034, 2 482, 2 037, 1 580, 1 288, 1 036,  742,  782,  982, 35 086
443,1995,   Eswatini,,748,B R,  805,  852,  919, 1 596, 1 818, 1 755, 1 669, 1 576, 1 236, 1 065,  823,  641,  552,  409,  279,  461, 16 456
444,2000,   Eswatini,,748,B R,  915,  887,  898, 1 316, 1 691, 1 785, 1 584, 1 470, 1 194, 1 056,  843,  662,  560,  450,  314,  538, 16 163
445,2005,   Eswatini,,748,B R, 1 058,  942,  897,  980, 1 584, 1 844, 1 499, 1 360, 1 156, 1 055,  879,  695,  578,  507,  361,  628, 16 023
446,2010,   Eswatini,,748,B R, 1 031,  976,  897,  913, 1 256, 1 675, 1 627, 1 397, 1 229, 1 079,  945,  770,  622,  529,  426,  475, 15 847
447,2015,   Eswatini,,748,B R, 1 004,  978,  914,  882, 1 057, 1 432, 1 608, 1 474, 1 281, 1 127,  987,  836,  679,  561,  467,  438, 15 725
448,2020,   Eswatini,,748,B R,  962,  921,  909,  956, 1 100, 1 277, 1 449, 1 506, 1 355, 1 195, 1 031,  888,  738,  596,  489,  565, 15 937
449,1990,   Lesotho,,426,C R,  383,  332,  297,  303,  392,  448,  451,  348,  273,  216,  164,  119,  62,  37,  34,  63, 3 922
450,1995,   Lesotho,,426,C R,  319,  276,  275,  291,  358,  391,  385,  299,  232,  177,  127,  96,  48,  28,  26,  49, 3 377
451,2000,   Lesotho,,426,C R,  255,  219,  252,  280,  325,  334,  319,  249,  192,  138,  90,  73,  34,  20,  18,  34, 2 832
452,2005,   Lesotho,,426,C R,  173,  108,  130,  193,  390,  404,  374,  328,  254,  195,  135,  84,  38,  22,  21,  39, 2 888
453,2010,   Lesotho,,426,C R,  184,  84,  80,  181,  264,  426,  406,  338,  290,  229,  179,  120,  59,  36,  24,  45, 2 945
454,2015,   Lesotho,,426,C R,  340,  135,  116,  207,  420,  503,  543,  442,  370,  324,  253,  196,  113,  64,  37,  52, 4 115
455,2020,   Lesotho,,426,C R,  434,  250,  156,  277,  515,  714,  657,  586,  480,  413,  351,  272,  176,  113,  61,  68, 5 523
456,1990,   Namibia,,516,B R, 3 617, 4 526, 4 638, 5 661, 5 705, 4 716, 4 071, 3 655, 3 215, 2 780, 2 365, 2 166, 2 159, 2 284, 2 583, 2 752, 56 893
457,1995,   Namibia,,516,B R, 3 374, 4 547, 3 896, 4 757, 5 804, 4 838, 3 971, 3 618, 3 202, 2 797, 2 390, 2 022, 2 018, 2 009, 2 252, 2 567, 54 062
458,2000,   Namibia,,516,B R, 3 819, 5 317, 4 975, 3 845, 6 922, 6 217, 4 745, 4 227, 3 963, 3 284, 3 046, 2 364, 2 215, 2 356, 2 193, 2 905, 62 393
459,2005,   Namibia,,516,B R, 2 502, 2 990, 3 524, 3 938, 4 950, 5 187, 4 181, 3 453, 3 248, 3 000, 2 604, 2 227, 1 889, 1 681, 1 939, 2 409, 49 722
460,2010,   Namibia,,516,B R, 1 672, 1 913, 2 362, 3 154, 5 677, 5 744, 4 385, 3 366, 3 155, 3 216, 2 981, 2 364, 2 214, 1 677, 1 295, 2 848, 48 023
461,2015,   Namibia,,516,B R, 1 158, 1 407, 1 733, 2 688, 4 201, 6 709, 5 837, 3 810, 3 203, 3 105, 2 911, 2 509, 2 068, 1 797, 1 327, 2 416, 46 879
462,2020,   Namibia,,516,B R, 1 142, 1 374, 1 604, 2 448, 4 300, 5 892, 7 327, 5 505, 3 961, 3 438, 3 007, 2 587, 2 298, 1 731, 1 465, 2 288, 50 367
463,1990,   South Africa,,710,B R, 15 953, 21 076, 24 028, 32 140, 49 435, 49 746, 43 907, 42 417, 36 112, 30 642, 24 709, 21 432, 21 352, 15 056, 7 441, 11 210, 446 656
464,1995,   South Africa,,710,B R, 11 711, 15 978, 19 571, 27 567, 35 706, 39 537, 39 015, 36 554, 33 439, 29 399, 25 064, 21 627, 20 494, 17 070, 7 976, 12 016, 392 724
465,2000,   South Africa,,710,B R, 7 670, 11 285, 14 804, 26 527, 39 333, 44 821, 42 904, 39 583, 36 084, 31 735, 27 271, 24 369, 21 626, 19 068, 8 890, 13 391, 409 361
466,2005,   South Africa,,710,B R, 13 532, 16 967, 20 542, 35 290, 55 000, 65 470, 62 190, 54 744, 48 983, 44 668, 39 955, 36 557, 30 730, 22 047, 8 811, 13 273, 568 759
467,2010,   South Africa,,710,B R, 27 599, 35 243, 44 221, 63 309, 80 895, 90 920, 87 979, 80 985, 73 298, 66 872, 60 743, 58 586, 50 853, 34 277, 15 349, 21 933, 893 062
468,2015,   South Africa,,710,B R, 43 296, 43 145, 42 849, 60 632, 151 148, 224 228, 206 786, 178 416, 119 827, 83 426, 62 597, 56 829, 46 733, 46 068, 39 209, 55 625,1 460 814
469,2020,   South Africa,,710,B R, 36 550, 36 422, 36 172, 51 184, 127 597, 189 290, 174 565, 150 616, 101 156, 70 426, 52 843, 47 974, 39 452, 38 890, 33 100, 46 964,1 233 201
477,1990,   Benin,,204,C B R, 4 806, 4 148, 3 223, 3 917, 5 019, 5 053, 3 329, 2 417, 1 534,  891,  651,  295,  365,  206,  184,  295, 36 333
478,1995,   Benin,,204,C B R, 6 532, 5 640, 4 382, 5 327, 6 824, 6 870, 4 524, 3 287, 2 088, 1 212,  886,  403,  496,  281,  250,  397, 49 399
