Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
309,1990,   Angola,,24,B R,  666, 1 129, 1 718, 2 017, 1 944, 1 870, 1 840, 1 480, 1 227, 1 154, 1 051,  764,  570,  367,  225,  120, 18 142
310,1995,   Angola,,24,B R,  790, 1 220, 1 806, 2 117, 2 292, 2 428, 2 298, 1 790, 1 394, 1 192, 1 064,  895,  677,  416,  242,  134, 20 755
311,2000,   Angola,,24,B R,  892, 1 282, 1 847, 2 161, 2 578, 2 921, 2 704, 2 065, 1 535, 1 206, 1 055,  907,  723,  612,  490,  389, 23 367
312,2005,   Angola,,24,B R, 2 109, 1 620, 2 334, 2 727, 3 248, 3 719, 3 459, 2 650, 1 970, 1 549, 1 356, 1 164,  928,  781,  627,  495, 30 736
313,2010,   Angola,,24,B R, 9 746, 4 845, 5 323, 8 395, 12 122, 16 906, 20 816, 20 721, 17 116, 14 365, 11 091, 8 003, 5 154, 3 320, 2 291, 2 118, 162 332
314,2015,   Angola,,24,B R, 18 311, 11 812, 8 855, 13 075, 23 311, 34 188, 39 466, 37 720, 32 399, 26 747, 20 433, 15 090, 9 913, 6 035, 3 958, 3 322, 304 635
315,2020,   Angola,,24,B R, 19 074, 14 280, 10 205, 11 077, 19 851, 33 328, 42 854, 42 134, 36 320, 30 502, 24 073, 17 986, 12 405, 7 866, 5 139, 4 307, 331 401
316,1990,   Cameroon,,120,B R, 8 911, 12 622, 14 940, 14 416, 15 406, 16 553, 16 547, 14 192, 11 696, 8 731, 3 658, 2 469, 2 216, 1 755,  703, 1 054, 145 869
317,1995,   Cameroon,,120,B R, 5 672, 8 161, 10 619, 13 624, 15 340, 16 135, 14 871, 12 337, 9 879, 7 572, 5 981, 4 720, 4 175, 2 429,  972, 1 458, 133 945
318,2000,   Cameroon,,120,B R, 4 921, 7 081, 8 120, 10 808, 13 062, 14 512, 14 063, 12 630, 10 557, 8 110, 6 445, 5 167, 4 309, 2 111,  845, 1 267, 124 008
319,2005,   Cameroon,,120,B R, 2 453, 6 121, 8 075, 10 917, 15 593, 17 244, 17 379, 15 786, 13 291, 11 051, 8 426, 6 994, 5 089, 4 119, 2 044, 1 547, 146 129
320,2010,   Cameroon,,120,B R, 13 867, 14 758, 15 081, 10 650, 11 305, 13 491, 14 483, 13 966, 12 825, 11 035, 9 157, 6 828, 5 812, 3 492, 2 137, 2 598, 161 485
321,2015,   Cameroon,,120,B R, 26 753, 29 293, 30 648, 17 923, 16 332, 18 983, 20 066, 19 237, 17 570, 15 072, 12 300, 9 065, 7 866, 4 399, 2 623, 3 181, 251 311
322,2020,   Cameroon,,120,B R, 17 167, 30 334, 40 310, 28 236, 21 442, 21 418, 20 833, 19 911, 18 886, 17 506, 14 544, 11 608, 10 129, 6 735, 3 546, 3 649, 286 254
323,1990,   Central African Republic,,140,C R, 4 024, 3 745, 3 449, 3 393, 3 602, 3 681, 3 301, 2 664, 2 105, 1 642, 1 252,  955,  734,  555,  278,  306, 35 686
324,1995,   Central African Republic,,140,C R, 6 502, 4 158, 3 865, 3 653, 4 827, 5 779, 5 731, 4 814, 3 952, 2 860, 2 159, 1 573, 1 150,  849,  656,  447, 52 975
325,2000,   Central African Republic,,140,C R, 8 630, 5 629, 3 792, 4 327, 5 439, 6 481, 6 805, 6 180, 4 858, 3 934, 2 744, 2 356, 1 559, 1 180,  971,  751, 65 636
326,2005,   Central African Republic,,140,C R, 5 563, 5 204, 3 529, 2 814, 3 551, 4 390, 4 921, 4 881, 4 235, 3 380, 2 710, 1 955, 1 523, 1 016,  797,  830, 51 299
327,2010,   Central African Republic,,140,C R, 5 403, 3 675, 3 601, 3 084, 3 225, 4 071, 4 643, 4 762, 4 355, 3 772, 3 038, 2 313, 1 577, 1 151,  786,  955, 50 411
328,2015,   Central African Republic,,140,C R, 3 471, 3 282, 2 453, 2 797, 3 347, 3 904, 4 106, 3 962, 3 677, 3 278, 2 727, 2 104, 1 508,  992,  718,  821, 43 147
329,2020,   Central African Republic,,140,C R, 3 640, 2 552, 2 502, 2 574, 3 868, 4 784, 4 846, 4 419, 3 921, 3 507, 2 945, 2 314, 1 689, 1 150,  764,  882, 46 357
330,1990,   Chad,,148,B R, 2 791, 3 969, 4 459, 3 973, 3 566, 3 642, 3 384, 2 868, 2 395, 2 096, 1 777, 1 388, 1 485, 1 170,  468,  702, 40 133
331,1995,   Chad,,148,B R, 3 114, 3 956, 3 595, 4 208, 4 431, 4 785, 4 628, 4 470, 3 806, 2 950, 2 328, 1 661, 1 463, 1 018,  840, 1 045, 48 298
332,2000,   Chad,,148,B R, 7 689, 5 961, 5 081, 5 297, 6 179, 5 121, 4 659, 4 934, 4 216, 1 415, 2 140, 1 103, 1 255,  399,  460,  554, 56 463
333,2005,   Chad,,148,B R, 20 379, 18 003, 13 668, 12 488, 17 041, 14 193, 13 080, 13 984, 13 237, 6 228, 4 716, 3 906, 4 174, 2 316, 1 105, 1 227, 159 745
334,2010,   Chad,,148,B R, 18 737, 16 186, 13 678, 11 915, 19 930, 19 471, 18 289, 18 153, 16 213, 10 276, 6 909, 4 381, 5 679, 3 407, 1 743, 1 854, 186 821
335,2015,   Chad,,148,B R, 15 721, 15 564, 13 657, 13 629, 22 756, 24 664, 23 537, 22 318, 19 782, 12 424, 10 450, 5 851, 6 727, 4 525, 2 150, 1 885, 215 640
336,2020,   Chad,,148,B R, 19 881, 18 104, 15 146, 13 859, 24 149, 26 994, 27 968, 27 082, 23 264, 14 484, 11 961, 8 250, 8 440, 5 191, 2 738, 2 037, 249 548
337,1990,   Congo,,178,B R, 4 714, 3 710, 4 080, 4 739, 6 172, 7 515, 7 600, 6 825, 5 324, 3 824, 2 786, 2 277, 2 009, 1 370,  548,  823, 64 316
338,1995,   Congo,,178,B R, 8 957, 6 567, 6 275, 6 816, 8 623, 10 815, 10 960, 9 948, 7 589, 5 478, 4 093, 3 405, 2 776, 1 760,  704, 1 056, 95 822
339,2000,   Congo,,178,B R, 15 640, 11 202, 10 158, 10 721, 13 386, 17 018, 17 263, 15 747, 11 894, 8 604, 6 501, 5 448, 4 287, 2 618, 1 048, 1 572, 153 107
340,2005,   Congo,,178,B R, 17 752, 13 320, 12 034, 11 851, 14 324, 17 953, 18 613, 17 761, 14 003, 10 576, 7 961, 6 471, 5 017, 2 796, 1 119, 1 678, 173 229
341,2010,   Congo,,178,B R, 23 722, 18 306, 16 418, 15 357, 18 171, 22 660, 24 010, 23 751, 19 302, 15 001, 11 277, 9 001, 6 916, 3 606, 1 443, 2 164, 231 105
342,2015,   Congo,,178,B R, 19 875, 16 638, 14 850, 14 060, 16 514, 20 466, 22 271, 22 194, 18 752, 14 698, 11 176, 8 822, 6 825, 3 311, 1 325, 1 987, 213 764
343,2020,   Congo,,178,B R, 13 609, 11 427, 11 793, 14 345, 18 057, 21 445, 22 578, 21 257, 20 429, 16 281, 12 606, 9 657, 7 704, 5 799, 2 699, 1 717, 211 403
344,1990,   Democratic Republic of the Congo,,180,B R, 15 854, 27 001, 36 201, 40 003, 40 485, 38 876, 32 693, 26 763, 21 707, 18 851, 17 105, 15 321, 13 086, 9 585, 3 834, 5 752, 363 117
345,1995,   Democratic Republic of the Congo,,180,B R, 39 234, 66 839, 89 655, 99 344, 100 779, 96 787, 81 352, 66 665, 54 091, 46 917, 42 452, 37 905, 32 231, 23 564, 9 426, 14 138, 901 379
346,2000,   Democratic Republic of the Congo,,180,B R, 15 909, 27 101, 36 345, 40 231, 40 776, 39 159, 32 918, 26 967, 21 878, 18 984, 17 196, 15 373, 13 094, 9 580, 3 833, 5 748, 365 092
347,2005,   Democratic Republic of the Congo,,180,B R, 13 190, 22 466, 30 126, 33 313, 33 736, 32 396, 27 238, 22 305, 18 094, 15 708, 14 243, 12 746, 10 874, 7 962, 3 185, 4 777, 302 359
348,2010,   Democratic Republic of the Congo,,180,B R, 12 427, 21 164, 28 378, 31 363, 31 751, 30 488, 25 633, 20 989, 17 024, 14 783, 13 411, 12 008, 10 254, 7 510, 3 004, 4 506, 284 693
349,2015,   Democratic Republic of the Congo,,180,B R, 17 182, 29 267, 39 246, 43 408, 43 967, 42 222, 35 498, 29 072, 23 581, 20 471, 18 557, 16 604, 14 160, 10 365, 4 147, 6 219, 393 966
350,2020,   Democratic Republic of the Congo,,180,B R, 5 066, 19 233, 31 854, 44 722, 55 779, 58 835, 52 428, 40 360, 32 776, 27 613, 23 178, 20 221, 17 923, 13 689, 8 838, 6 537, 459 052
351,1990,   Equatorial Guinea,,226,C,  107,  77,  58,  70,  110,  145,  163,  159,  144,  119,  91,  76,  61,  43,  20,  22, 1 465
352,1995,   Equatorial Guinea,,226,C,  121,  87,  71,  93,  149,  210,  243,  241,  199,  152,  110,  88,  70,  49,  22,  25, 1 930
353,2000,   Equatorial Guinea,,226,C,  138,  95,  86,  114,  188,  277,  327,  320,  253,  185,  129,  98,  79,  55,  24,  26, 2 394
354,2005,   Equatorial Guinea,,226,C,  170,  134,  139,  189,  290,  391,  464,  452,  388,  297,  217,  162,  129,  91,  24,  27, 3 564
355,2010,   Equatorial Guinea,,226,C,  203,  170,  190,  264,  391,  506,  598,  584,  521,  426,  305,  223,  178,  125,  24,  26, 4 734
356,2015,   Equatorial Guinea,,226,C,  304,  219,  231,  563, 21 083, 45 848, 29 866, 20 976, 16 700, 11 359, 7 732, 4 672, 1 467,  395,  100,  12, 161 527
357,2020,   Equatorial Guinea,,226,C,  343,  250,  269,  709, 24 398, 51 681, 33 150, 22 800, 17 778, 11 928, 7 947, 4 631, 1 383,  350,  89,  10, 177 716
358,1990,   Gabon,,266,C R, 6 430, 6 101, 5 865, 5 850, 6 779, 8 088, 8 450, 7 290, 5 691, 4 121, 2 964, 2 088, 1 565,  945,  378,  567, 73 172
359,1995,   Gabon,,266,C R, 8 341, 7 858, 7 680, 7 674, 8 782, 10 296, 10 631, 9 655, 8 032, 6 156, 4 607, 3 308, 2 417, 1 181,  473,  709, 97 800
360,2000,   Gabon,,266,C R, 10 311, 9 665, 9 544, 9 547, 10 839, 12 556, 12 857, 12 064, 10 415, 8 229, 6 277, 4 551, 3 285, 1 423,  569,  854, 122 986
361,2005,   Gabon,,266,C R, 10 830, 10 097, 9 661, 10 704, 12 708, 13 957, 13 753, 12 870, 11 408, 9 397, 7 453, 5 712, 3 596, 1 480,  593,  888, 135 107
362,2010,   Gabon,,266,C R, 12 385, 11 501, 10 775, 12 725, 15 470, 16 485, 15 861, 14 813, 13 337, 11 248, 9 110, 7 182, 4 430, 1 679,  672, 1 007, 158 680
363,2015,   Gabon,,266,C R, 18 948, 17 432, 16 097, 19 065, 22 899, 24 736, 24 212, 22 655, 20 452, 17 443, 14 262, 11 359, 7 388, 3 417, 1 367, 2 050, 243 782
364,2020,   Gabon,,266,C R, 18 852, 17 676, 16 450, 17 141, 25 220, 28 848, 28 075, 24 885, 22 274, 20 106, 16 092, 12 489, 9 600, 5 686, 2 622, 2 016, 268 032
365,1990,   Sao Tome and Principe,,678,C,  74,  122,  195,  278,  157,  102,  94,  204,  492,  467,  341,  167,  120,  65,  44,  31, 2 953
366,1995,   Sao Tome and Principe,,678,C,  75,  62,  129,  158,  219,  142,  108,  102,  188,  396,  371,  262,  132,  93,  50,  61, 2 548
367,2000,   Sao Tome and Principe,,678,C,  61,  64,  105,  148,  161,  121,  82,  90,  179,  308,  329,  243,  146,  86,  53,  36, 2 212
368,2005,   Sao Tome and Principe,,678,C,  47,  44,  67,  98,  120,  109,  79,  67,  103,  190,  248,  223,  152,  91,  54,  35, 1 727
369,2010,   Sao Tome and Principe,,678,C,  61,  54,  69,  51,  63,  86,  88,  99,  95,  128,  100,  70,  57,  64,  105,  162, 1 352
370,2015,   Sao Tome and Principe,,678,C,  56,  47,  63,  55,  53,  69,  81,  87,  89,  103,  104,  78,  58,  56,  78,  120, 1 197
371,2020,   Sao Tome and Principe,,678,C,  43,  37,  47,  58,  72,  81,  89,  88,  80,  73,  73,  75,  56,  39,  34,  122, 1 067
379,1990,   Algeria,,12,B R, 9 726, 9 712, 9 673, 10 378, 12 966, 15 090, 14 932, 13 215, 11 083, 8 870, 7 540, 7 058, 6 142, 5 226, 3 920, 4 703, 150 234
380,1995,   Algeria,,12,B R, 9 250, 9 016, 8 808, 9 481, 11 904, 13 695, 13 776, 12 593, 11 027, 9 383, 8 089, 7 173, 5 983, 5 123, 3 822, 4 573, 143 696
381,2000,   Algeria,,12,B R, 8 775, 8 323, 7 945, 8 585, 10 845, 12 305, 12 617, 11 972, 10 970, 9 891, 8 634, 7 285, 5 824, 5 021, 3 724, 4 442, 137 158
382,2005,   Algeria,,12,B R, 6 872, 6 319, 5 866, 6 369, 8 105, 9 040, 9 493, 9 398, 9 312, 8 607, 7 598, 6 124, 4 689, 4 070, 3 002, 3 570, 108 434
383,2010,   Algeria,,12,B R, 7 260, 6 444, 5 784, 6 304, 8 082, 8 812, 9 525, 9 925, 10 036, 10 058, 8 960, 6 948, 5 107, 4 478, 3 283, 3 888, 114 894
384,2015,   Algeria,,12,B R, 5 739, 5 637, 5 966, 7 246, 9 526, 11 354, 10 718, 10 532, 10 449, 10 087, 9 879, 9 037, 6 748, 4 850, 3 892, 4 862, 126 522
385,2020,   Algeria,,12,B R, 5 536, 3 658, 4 841, 7 201, 10 100, 12 249, 12 591, 11 136, 10 556, 10 084, 9 601, 9 684, 8 538, 6 249, 4 128, 5 990, 132 142
386,1990,   Egypt,,818,B R, 9 724, 9 120, 8 724, 9 460, 12 042, 8 882, 6 381, 6 097, 5 424, 4 664, 3 749, 2 455, 2 203, 1 535,  614,  921, 91 995
387,1995,   Egypt,,818,B R, 7 418, 7 103, 6 982, 8 248, 12 443, 9 281, 7 604, 6 832, 5 871, 4 824, 3 779, 2 575, 2 299, 1 643,  657,  986, 88 545
388,2000,   Egypt,,818,B R, 4 572, 4 718, 4 957, 7 540, 15 734, 11 192, 11 057, 9 446, 7 905, 5 999, 4 577, 3 228, 3 134, 2 027, 1 138, 1 000, 98 224
389,2005,   Egypt,,818,B R, 7 817, 8 008, 8 387, 12 575, 26 164, 18 972, 18 816, 15 940, 13 221, 10 037, 7 636, 5 393, 5 182, 3 344, 1 924, 1 795, 165 211
390,2010,   Egypt,,818,B R, 6 068, 5 796, 7 806, 12 402, 17 849, 27 541, 21 045, 20 204, 15 816, 12 328, 8 935, 6 007, 4 306, 3 888, 2 044, 2 069, 174 104
391,2015,   Egypt,,818,B R, 6 542, 5 656, 6 403, 13 020, 22 084, 24 962, 31 684, 23 360, 21 918, 16 696, 12 324, 8 340, 5 750, 3 689, 2 726, 2 279, 207 433
392,2020,   Egypt,,818,B R, 14 269, 10 727, 10 627, 17 131, 31 774, 36 836, 33 309, 35 620, 26 757, 24 229, 17 459, 12 075, 8 275, 5 155, 2 608, 2 701, 289 552
393,1990,   Libya,,434,C R, 9 697, 8 466, 9 277, 13 988, 24 214, 35 529, 37 532, 33 004, 25 381, 17 832, 11 411, 7 707, 5 185, 1 587, 1 210,  687, 242 707
394,1995,   Libya,,434,C R, 13 500, 11 786, 13 052, 17 925, 28 088, 39 630, 43 221, 40 059, 31 930, 23 222, 15 593, 10 773, 7 148, 2 240, 1 698, 1 041, 300 906
395,2000,   Libya,,434,C R, 18 116, 15 815, 17 673, 22 394, 32 351, 44 471, 50 056, 48 309, 39 440, 29 343, 20 338, 14 291, 9 500, 3 053, 2 304, 1 496, 368 950
396,2005,   Libya,,434,C R, 21 648, 20 131, 22 133, 27 841, 38 073, 50 072, 56 792, 55 549, 47 929, 37 064, 27 038, 19 283, 12 679, 4 174, 3 140, 2 139, 445 685
397,2010,   Libya,,434,C R, 21 715, 21 373, 23 155, 29 283, 39 525, 52 011, 60 855, 61 040, 55 290, 43 983, 33 088, 23 674, 15 139, 4 935, 3 713, 2 524, 491 303
398,2015,   Libya,,434,C R, 27 863, 23 596, 25 827, 32 691, 43 102, 54 339, 63 690, 65 552, 60 862, 50 349, 38 838, 28 141, 18 765, 6 844, 5 145, 3 549, 549 153
399,2020,   Libya,,434,C R, 24 753, 21 656, 24 861, 30 973, 46 174, 60 631, 65 174, 67 095, 65 948, 60 380, 46 713, 33 636, 22 315, 13 440, 5 186, 4 862, 593 797
400,1990,   Morocco,,504,C R, 2 201, 2 027, 2 151, 2 296, 2 331, 2 338, 2 359, 2 338, 2 213, 1 982, 1 645, 1 249,  975,  933,  984, 1 002, 29 024
401,1995,   Morocco,,504,C R, 1 946, 1 771, 1 831, 2 012, 2 088, 2 074, 2 091, 2 115, 2 053, 1 890, 1 638, 1 288,  933,  795,  851,  888, 26 264
402,2000,   Morocco,,504,C R, 1 994, 1 829, 1 771, 1 969, 2 146, 2 122, 2 109, 2 160, 2 153, 2 034, 1 818, 1 513, 1 104,  788,  817,  906, 27 233
403,2005,   Morocco,,504,C R, 2 049, 1 962, 1 786, 1 844, 2 207, 2 206, 2 153, 2 179, 2 259, 2 166, 2 014, 1 718, 1 379,  883,  728,  953, 28 486
404,2010,   Morocco,,504,C R, 2 610, 1 955, 1 948, 2 292, 2 890, 3 317, 3 333, 3 154, 2 892, 2 679, 2 337, 1 920, 1 491, 1 059,  736, 1 268, 35 881
405,2015,   Morocco,,504,C R, 3 341, 2 600, 2 145, 2 681, 3 973, 4 928, 4 845, 4 294, 3 780, 3 345, 2 831, 2 307, 1 786, 1 313,  902, 1 316, 46 387
406,2020,   Morocco,,504,C R, 3 374, 2 872, 2 559, 2 739, 3 818, 5 895, 5 994, 5 137, 4 455, 3 990, 3 379, 2 730, 2 016, 1 463, 1 000, 1 286, 52 707
407,1990,   Sudan,3,729,B R, 91 963, 107 491, 70 920, 67 950, 56 724, 46 414, 37 320, 35 611, 32 463, 25 180, 29 143, 33 061, 36 985, 10 258, 7 329, 7 573, 696 385
408,1995,   Sudan,3,729,B R, 65 435, 70 685, 63 135, 49 489, 44 604, 36 906, 29 968, 26 095, 24 355, 20 626, 19 430, 22 250, 24 869, 15 201, 7 059, 5 594, 525 701
409,2000,   Sudan,3,729,B R, 47 568, 49 280, 48 536, 41 038, 34 419, 29 816, 24 466, 20 513, 18 454, 16 455, 14 650, 15 241, 17 212, 13 239, 9 057, 4 674, 404 618
410,2005,   Sudan,3,729,B R, 30 630, 31 055, 31 621, 29 132, 24 604, 20 951, 17 706, 14 674, 12 711, 11 386, 10 144, 9 746, 10 576, 10 670, 8 026, 4 452, 278 084
411,2010,   Sudan,3,729,B R, 33 129, 33 222, 33 867, 32 823, 29 041, 24 619, 20 891, 17 500, 14 800, 13 022, 11 636, 10 749, 10 982, 11 476, 10 100, 6 695, 314 552
412,2015,   Sudan,3,729,B R, 31 816, 31 728, 31 954, 31 656, 29 378, 25 479, 21 608, 18 223, 15 332, 13 207, 11 706, 10 628, 10 319, 10 664, 10 248, 7 939, 311 885
413,2020,   Sudan,3,729,B R, 95 088, 79 757, 84 084, 77 936, 35 335, 38 410, 37 511, 37 836, 40 671, 39 494, 34 836, 30 903, 14 451, 11 660, 10 162, 17 043, 685 177
414,1990,   Tunisia,,788,C R,  988, 1 044, 1 083, 1 292, 1 855, 2 274, 2 239, 1 952, 1 609, 1 246, 1 006,  763,  564,  363,  257,  365, 18 900
415,1995,   Tunisia,,788,C R,  937,  985, 1 053, 1 234, 1 672, 2 031, 2 140, 2 024, 1 752, 1 399, 1 132,  906,  606,  373,  336,  465, 19 045
416,2000,   Tunisia,,788,C R,  872,  916, 1 010, 1 163, 1 497, 1 804, 2 030, 2 085, 1 898, 1 562, 1 264,  933,  523,  385,  308,  429, 18 679
417,2005,   Tunisia,,788,C R,  808,  853,  945, 1 079, 1 364, 1 628, 1 852, 1 953, 1 859, 1 622, 1 353,  932,  602,  432,  284,  434, 18 000
418,2010,   Tunisia,,788,C R,  986, 1 082, 1 181, 1 355, 1 755, 2 096, 2 303, 2 347, 2 239, 2 001, 1 707, 1 286,  723,  434,  303,  438, 22 236
419,2015,   Tunisia,,788,C R, 1 589, 1 226, 1 338, 1 634, 2 155, 2 694, 2 886, 2 910, 2 820, 2 624, 2 265, 1 885, 1 380,  809,  487,  551, 29 253
420,2020,   Tunisia,,788,C R, 1 837, 1 739, 1 423, 1 614, 2 085, 2 656, 2 979, 2 951, 2 847, 2 697, 2 424, 2 043, 1 616, 1 201,  707,  655, 31 474
421,1990,   Western Sahara,,732,I,  66,  68,  64,  64,  123,  203,  218,  186,  147,  102,  79,  56,  40,  23,  12,  14, 1 465
422,1995,   Western Sahara,,732,I,  75,  81,  77,  78,  104,  167,  222,  221,  188,  142,  98,  73,  52,  37,  22,  14, 1 651
423,2000,   Western Sahara,,732,I,  84,  88,  82,  100,  132,  160,  197,  226,  208,  172,  123,  94,  65,  47,  35,  24, 1 837
424,2005,   Western Sahara,,732,I,  104,  98,  96,  118,  163,  204,  220,  239,  241,  214,  168,  125,  89,  62,  44,  39, 2 224
425,2010,   Western Sahara,,732,I,  122,  105,  105,  130,  173,  232,  265,  273,  268,  254,  215,  164,  115,  81,  54,  56, 2 612
426,2015,   Western Sahara,,732,I,  146,  128,  115,  147,  221,  289,  314,  314,  298,  277,  242,  196,  144,  98,  66,  64, 3 059
427,2020,   Western Sahara,,732,I,  145,  137,  124,  144,  218,  304,  344,  331,  310,  283,  245,  204,  158,  111,  72,  75, 3 205
435,1990,   Botswana,,72,B R, 1 341, 1 418, 1 024,  917, 1 272, 1 772, 2 288, 2 028, 1 504, 1 140,  625,  543,  339,  179,  80,  144, 16 614
436,1995,   Botswana,,72,B R, 1 083, 1 333, 1 319, 1 316, 1 878, 2 737, 3 186, 2 912, 2 264, 1 770, 1 160,  857,  566,  379,  302,  455, 23 517
437,2000,   Botswana,,72,B R, 1 748, 2 374, 2 588, 2 554, 3 617, 5 260, 5 833, 5 066, 4 027, 3 208, 2 371, 1 582, 1 064,  818,  691, 1 039, 43 840
438,2005,   Botswana,,72,B R, 2 006, 2 131, 2 259, 2 406, 4 795, 7 221, 7 338, 6 179, 4 656, 3 297, 2 326, 1 536,  976,  748,  511,  774, 49 159
439,2010,   Botswana,,72,B R, 2 233, 1 878, 1 922, 2 237, 5 851, 9 040, 8 726, 7 281, 5 296, 3 382, 2 268, 1 483,  884,  678,  343,  517, 54 019
440,2015,   Botswana,,72,B R, 1 962, 2 146, 2 063, 2 869, 4 796, 7 605, 8 776, 8 036, 6 497, 4 938, 3 229, 2 243, 1 458,  918,  568,  547, 58 651
441,2020,   Botswana,,72,B R, 2 161, 2 018, 2 222, 2 997, 5 249, 7 295, 8 341, 8 365, 7 106, 5 693, 4 079, 2 784, 1 877, 1 236,  701,  693, 62 817
442,1990,   Eswatini,,748,B R, 1 853, 2 095, 3 214, 4 517, 4 622, 4 281, 4 045, 3 537, 2 870, 2 287, 1 708, 1 360, 1 079,  750,  766,  921, 39 905
443,1995,   Eswatini,,748,B R,  829,  890, 1 048, 1 932, 2 239, 2 053, 1 921, 1 835, 1 447, 1 216,  907,  679,  584,  417,  279,  425, 18 701
444,2000,   Eswatini,,748,B R,  933,  893,  949, 1 440, 1 956, 2 090, 1 911, 1 800, 1 456, 1 229,  959,  689,  564,  403,  261,  388, 17 921
445,2005,   Eswatini,,748,B R, 1 071,  913,  838,  914, 1 642, 2 173, 1 943, 1 799, 1 499, 1 272, 1 039,  715,  552,  393,  244,  362, 17 369
446,2010,   Eswatini,,748,B R, 1 015,  938,  828,  831, 1 204, 1 805, 1 957, 1 775, 1 564, 1 315, 1 094,  828,  598,  446,  297,  295, 16 790
447,2015,   Eswatini,,748,B R,  985,  947,  855,  804,  986, 1 455, 1 826, 1 810, 1 618, 1 395, 1 168,  932,  691,  506,  358,  291, 16 627
448,2020,   Eswatini,,748,B R,  935,  888,  850,  878, 1 034, 1 311, 1 661, 1 864, 1 727, 1 497, 1 233,  999,  752,  536,  373,  383, 16 921
449,1990,   Lesotho,,426,C R,  381,  333,  295,  281,  355,  461,  535,  475,  376,  287,  214,  152,  73,  37,  29,  34, 4 318
450,1995,   Lesotho,,426,C R,  337,  292,  292,  296,  357,  425,  468,  406,  316,  233,  159,  113,  56,  29,  22,  26, 3 827
451,2000,   Lesotho,,426,C R,  293,  252,  289,  310,  357,  389,  402,  337,  255,  178,  104,  74,  40,  20,  16,  19, 3 335
452,2005,   Lesotho,,426,C R,  198,  124,  148,  212,  424,  468,  461,  440,  336,  247,  154,  83,  45,  23,  18,  21, 3 402
453,2010,   Lesotho,,426,C R,  210,  97,  92,  198,  287,  490,  503,  451,  382,  291,  202,  116,  67,  37,  21,  25, 3 469
454,2015,   Lesotho,,426,C R,  402,  160,  138,  239,  478,  604,  706,  616,  505,  427,  299,  200,  133,  67,  34,  29, 5 037
455,2020,   Lesotho,,426,C R,  500,  288,  180,  306,  568,  833,  830,  791,  639,  529,  401,  269,  203,  112,  52,  36, 6 537
456,1990,   Namibia,,516,B R, 3 595, 4 868, 6 236, 7 732, 6 701, 5 091, 4 563, 4 156, 3 774, 3 313, 2 743, 2 369, 2 147, 2 052, 2 159, 2 249, 63 748
457,1995,   Namibia,,516,B R, 3 393, 4 491, 4 694, 7 060, 7 511, 5 127, 4 476, 4 134, 3 705, 3 412, 2 834, 2 339, 2 132, 1 922, 1 955, 2 125, 61 310
458,2000,   Namibia,,516,B R, 3 979, 5 259, 5 282, 5 697, 10 773, 6 777, 5 239, 5 250, 4 428, 4 243, 3 739, 2 894, 2 579, 2 417, 2 095, 2 503, 73 154
459,2005,   Namibia,,516,B R, 2 557, 2 970, 3 713, 4 927, 6 898, 6 734, 4 958, 4 277, 3 843, 3 430, 3 063, 2 583, 2 148, 1 814, 1 763, 1 947, 57 625
460,2010,   Namibia,,516,B R, 1 816, 1 825, 2 414, 3 843, 7 298, 7 216, 5 572, 4 746, 4 027, 3 607, 3 169, 2 646, 2 354, 1 843, 1 352, 2 075, 55 803
461,2015,   Namibia,,516,B R, 1 250, 1 333, 1 758, 3 256, 5 368, 8 380, 7 385, 5 343, 4 066, 3 461, 3 075, 2 790, 2 186, 1 962, 1 378, 1 748, 54 739
462,2020,   Namibia,,516,B R, 1 228, 1 316, 1 630, 2 950, 5 465, 7 317, 9 208, 7 675, 4 999, 3 808, 3 155, 2 858, 2 404, 1 872, 1 505, 1 634, 59 024
463,1990,   South Africa,,710,B R, 13 242, 17 673, 22 169, 38 645, 83 512, 109 313, 96 627, 86 233, 69 956, 56 006, 41 436, 27 821, 22 929, 13 976, 7 064, 10 625, 717 227
464,1995,   South Africa,,710,B R, 11 250, 15 985, 22 200, 36 520, 56 322, 70 737, 74 402, 70 868, 63 628, 53 379, 42 104, 29 932, 24 342, 18 042, 8 534, 12 838, 611 083
465,2000,   South Africa,,710,B R, 7 881, 11 931, 17 486, 36 251, 63 147, 78 886, 76 207, 67 670, 58 354, 48 679, 39 712, 31 188, 25 199, 20 582, 9 755, 14 674, 607 602
466,2005,   South Africa,,710,B R, 12 234, 15 948, 21 010, 39 813, 70 004, 95 418, 101 160, 93 456, 82 547, 71 594, 59 603, 45 403, 32 635, 20 713, 8 280, 12 454, 782 272
467,2010,   South Africa,,710,B R, 25 871, 34 389, 47 001, 74 248, 106 585, 135 359, 144 578, 139 664, 125 653, 109 552, 91 626, 70 532, 48 719, 30 238, 14 591, 23 133,1 221 739
468,2015,   South Africa,,710,B R, 34 220, 35 632, 38 837, 61 114, 172 575, 291 484, 298 346, 270 813, 180 739, 119 972, 82 508, 58 914, 37 830, 34 062, 26 637, 27 231,1 770 914
469,2020,   South Africa,,710,B R, 32 061, 33 305, 36 130, 56 576, 158 939, 267 181, 272 541, 247 009, 164 883, 109 607, 75 593, 54 473, 35 397, 32 035, 25 182, 26 382,1 627 294
