Index,Year,"Region, development group, country or area",Notes,Location code,Type of data,0-4,5-9,10-14, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
297,2000,   Zimbabwe,,716,B R, 16 170, 20 469, 24 652, 28 006, 37 496, 43 924, 48 329, 45 066, 39 981, 30 331, 24 811, 19 275, 16 678, 7 456, 2 982, 4 483, 410 109
298,2005,   Zimbabwe,,716,B R, 13 936, 18 860, 23 289, 26 728, 35 432, 41 396, 46 404, 44 395, 40 528, 31 740, 26 324, 20 366, 17 456, 7 683, 3 072, 4 617, 402 226
299,2010,   Zimbabwe,,716,B R, 12 095, 17 499, 22 155, 25 687, 33 717, 39 286, 44 867, 44 040, 41 369, 33 447, 28 125, 21 670, 18 399, 7 972, 3 188, 4 791, 398 307
300,2015,   Zimbabwe,,716,B R, 12 020, 12 793, 16 941, 23 274, 31 325, 39 904, 42 269, 43 674, 40 998, 37 637, 29 754, 24 402, 18 513, 15 222, 6 866, 4 890, 400 482
301,2020,   Zimbabwe,,716,B R, 13 140, 13 640, 14 289, 20 064, 29 957, 38 748, 43 763, 42 975, 42 106, 38 683, 34 135, 26 639, 21 334, 15 923, 12 763, 7 982, 416 141
309,1990,   Angola,,24,B R, 1 364, 2 352, 3 629, 4 339, 4 129, 3 585, 3 105, 2 328, 1 903, 1 788, 1 628, 1 186,  934,  599,  399,  249, 33 517
310,1995,   Angola,,24,B R, 1 685, 2 644, 3 964, 4 740, 5 086, 4 832, 3 986, 2 880, 2 206, 1 880, 1 676, 1 419, 1 136,  798,  532,  349, 39 813
311,2000,   Angola,,24,B R, 1 983, 2 905, 4 253, 5 086, 5 976, 6 012, 4 811, 3 395, 2 482, 1 949, 1 705, 1 470, 1 245, 1 137,  910,  789, 46 108
312,2005,   Angola,,24,B R, 4 829, 3 785, 5 543, 6 628, 7 788, 7 841, 6 265, 4 424, 3 235, 2 539, 2 221, 1 915, 1 623, 1 481, 1 186, 1 028, 62 331
313,2010,   Angola,,24,B R, 24 832, 12 651, 14 179, 22 987, 32 566, 39 102, 40 286, 36 527, 29 603, 24 814, 19 155, 13 875, 9 597, 6 783, 4 680, 4 730, 336 367
314,2015,   Angola,,24,B R, 46 733, 30 902, 23 627, 35 861, 62 737, 79 146, 76 468, 66 545, 56 080, 46 239, 35 313, 26 183, 18 478, 12 346, 8 095, 7 425, 632 178
315,2020,   Angola,,24,B R, 47 146, 36 625, 27 006, 29 458, 50 330, 73 488, 80 050, 72 134, 61 109, 51 281, 40 474, 30 360, 22 307, 15 414, 10 068, 9 184, 656 434
316,1990,   Cameroon,,120,B R, 16 662, 23 521, 27 695, 26 476, 28 125, 30 225, 30 233, 25 925, 21 370, 15 953, 6 439, 4 124, 3 605, 2 807, 1 123, 1 684, 265 967
317,1995,   Cameroon,,120,B R, 10 711, 15 357, 19 875, 25 258, 28 267, 29 738, 27 422, 22 747, 18 220, 13 965, 10 622, 7 946, 6 841, 3 911, 1 564, 2 347, 244 791
318,2000,   Cameroon,,120,B R, 9 335, 13 384, 15 271, 20 132, 24 178, 26 863, 26 042, 23 378, 19 540, 15 012, 11 483, 8 723, 7 080, 3 411, 1 364, 2 046, 227 242
319,2005,   Cameroon,,120,B R, 4 631, 11 518, 15 120, 20 247, 28 737, 31 783, 32 045, 29 093, 24 495, 20 366, 14 952, 11 765, 8 335, 6 634, 3 291, 2 491, 265 503
320,2010,   Cameroon,,120,B R, 24 687, 29 727, 24 005, 18 971, 21 026, 25 004, 26 799, 25 812, 23 686, 20 372, 16 867, 12 558, 8 996, 5 503, 3 361, 4 100, 291 474
321,2015,   Cameroon,,120,B R, 52 841, 67 377, 52 655, 35 819, 34 473, 39 869, 42 032, 40 234, 36 708, 31 469, 25 591, 18 817, 13 165, 7 463, 4 435, 5 398, 508 346
322,2020,   Cameroon,,120,B R, 33 777, 67 916, 70 834, 56 783, 45 711, 45 428, 44 070, 42 052, 39 845, 36 911, 30 556, 24 330, 17 131, 11 548, 6 061, 6 256, 579 209
323,1990,   Central African Republic,,140,C R, 8 176, 7 355, 6 593, 6 481, 6 894, 6 884, 6 041, 4 823, 3 800, 2 941, 2 183, 1 649, 1 300, 1 023,  511,  580, 67 234
324,1995,   Central African Republic,,140,C R, 13 262, 8 194, 7 412, 7 001, 9 270, 10 843, 10 534, 8 742, 7 155, 5 136, 3 774, 2 723, 2 042, 1 567, 1 208,  849, 99 712
325,2000,   Central African Republic,,140,C R, 17 608, 11 097, 7 274, 8 295, 10 448, 12 162, 12 510, 11 223, 8 798, 7 069, 4 798, 4 080, 2 769, 2 182, 1 790, 1 426, 123 529
326,2005,   Central African Republic,,140,C R, 11 384, 10 284, 6 784, 5 404, 6 834, 8 253, 9 052, 8 879, 7 686, 6 085, 4 748, 3 391, 2 710, 1 883, 1 477, 1 555, 96 409
327,2010,   Central African Republic,,140,C R, 11 090, 7 278, 6 939, 5 938, 6 223, 7 671, 8 571, 8 682, 7 918, 6 803, 5 331, 4 018, 2 810, 2 136, 1 454, 1 823, 94 685
328,2015,   Central African Republic,,140,C R, 7 216, 6 567, 4 772, 5 440, 6 521, 7 426, 7 641, 7 287, 6 743, 5 962, 4 824, 3 683, 2 709, 1 856, 1 340, 1 581, 81 568
329,2020,   Central African Republic,,140,C R, 7 809, 5 236, 4 990, 5 106, 7 595, 9 186, 9 081, 8 189, 7 243, 6 428, 5 247, 4 079, 3 050, 2 163, 1 434, 1 710, 88 546
330,1990,   Chad,,148,B R, 5 024, 7 433, 8 725, 8 216, 7 547, 7 441, 6 489, 5 174, 4 110, 3 431, 2 787, 2 119, 2 266, 1 790,  716, 1 074, 74 342
331,1995,   Chad,,148,B R, 5 635, 7 451, 7 078, 8 766, 9 448, 9 844, 8 942, 8 106, 6 562, 4 848, 3 665, 2 544, 2 240, 1 562, 1 289, 1 604, 89 584
332,2000,   Chad,,148,B R, 14 325, 11 156, 10 180, 11 344, 10 925, 9 798, 8 740, 8 279, 6 705, 2 786, 4 087, 2 274, 1 773,  584,  779, 1 090, 104 825
333,2005,   Chad,,148,B R, 45 275, 40 258, 33 711, 34 008, 35 183, 32 744, 29 284, 26 874, 23 671, 14 994, 10 859, 10 049, 6 395, 3 721, 2 153, 2 951, 352 130
334,2010,   Chad,,148,B R, 42 457, 36 924, 34 545, 33 365, 41 863, 45 896, 41 769, 35 411, 29 362, 25 320, 16 248, 11 559, 8 774, 5 529, 3 450, 4 562, 417 034
335,2015,   Chad,,148,B R, 34 645, 34 522, 33 362, 36 699, 46 658, 56 418, 52 259, 42 636, 35 193, 29 644, 23 861, 14 898, 10 271, 7 245, 4 166, 4 491, 466 968
336,2020,   Chad,,148,B R, 44 235, 40 594, 37 043, 37 409, 50 425, 63 077, 63 341, 52 599, 42 003, 35 334, 27 888, 21 515, 13 107, 8 469, 5 441, 5 014, 547 494
337,1990,   Congo,,178,B R, 9 526, 7 864, 9 091, 10 673, 13 214, 15 116, 14 840, 13 144, 10 264, 7 385, 5 296, 4 221, 3 705, 2 526, 1 010, 1 516, 129 391
338,1995,   Congo,,178,B R, 18 019, 13 785, 13 758, 15 046, 18 277, 21 733, 21 333, 19 094, 14 547, 10 481, 7 720, 6 300, 5 100, 3 221, 1 288, 1 933, 191 635
339,2000,   Congo,,178,B R, 31 462, 23 478, 22 162, 23 493, 28 281, 34 237, 33 598, 30 221, 22 769, 16 415, 12 237, 10 090, 7 873, 4 782, 1 913, 2 869, 305 880
340,2005,   Congo,,178,B R, 32 880, 25 534, 23 854, 23 577, 27 641, 33 254, 33 523, 31 613, 24 869, 18 729, 13 938, 11 172, 8 600, 4 770, 1 908, 2 862, 318 724
341,2010,   Congo,,178,B R, 43 956, 35 109, 32 564, 30 570, 35 084, 41 992, 43 265, 42 291, 34 295, 26 576, 19 753, 15 548, 11 860, 6 155, 2 462, 3 693, 425 173
342,2015,   Congo,,178,B R, 36 574, 31 673, 29 219, 27 764, 31 645, 37 664, 39 871, 39 271, 33 108, 25 876, 19 455, 15 149, 11 637, 5 618, 2 247, 3 371, 390 142
343,2020,   Congo,,178,B R, 25 300, 22 103, 23 629, 28 731, 34 888, 39 789, 40 703, 37 883, 36 328, 28 867, 22 099, 16 694, 13 187, 9 882, 4 598, 2 925, 387 606
344,1990,   Democratic Republic of the Congo,,180,B R, 31 187, 53 354, 72 123, 83 735, 88 205, 84 915, 70 780, 58 977, 48 165, 40 931, 35 386, 29 942, 23 451, 16 522, 6 608, 9 913, 754 194
345,1995,   Democratic Republic of the Congo,,180,B R, 75 134, 128 538, 173 756, 201 730, 212 500, 204 573, 170 511, 142 084, 116 036, 98 610, 85 251, 72 135, 56 498, 39 804, 15 921, 23 882,1 816 963
346,2000,   Democratic Republic of the Congo,,180,B R, 30 781, 52 660, 71 185, 82 646, 87 058, 83 811, 69 861, 58 210, 47 538, 40 399, 34 926, 29 552, 23 146, 16 307, 6 523, 9 784, 744 387
347,2005,   Democratic Republic of the Congo,,180,B R, 25 761, 44 073, 59 578, 69 169, 72 871, 70 144, 58 469, 48 717, 39 786, 33 811, 29 230, 24 733, 19 372, 13 648, 5 459, 8 188, 623 009
348,2010,   Democratic Republic of the Congo,,180,B R, 24 392, 41 729, 56 410, 65 491, 68 997, 66 414, 55 361, 46 127, 37 671, 32 013, 27 676, 23 417, 18 341, 12 922, 5 168, 7 753, 589 882
349,2015,   Democratic Republic of the Congo,,180,B R, 33 495, 57 303, 77 461, 89 933, 94 742, 91 200, 76 018, 63 342, 51 729, 43 960, 38 004, 32 158, 25 186, 17 744, 7 097, 10 646, 810 018
350,2020,   Democratic Republic of the Congo,,180,B R, 9 646, 37 626, 62 994, 92 999, 120 643, 127 573, 112 694, 88 280, 72 183, 59 521, 47 629, 39 282, 31 950, 23 480, 15 159, 11 212, 952 871
351,1990,   Equatorial Guinea,,226,C,  264,  193,  141,  159,  229,  283,  301,  277,  229,  178,  132,  114,  91,  64,  34,  51, 2 740
352,1995,   Equatorial Guinea,,226,C,  303,  222,  185,  221,  313,  389,  419,  396,  320,  238,  173,  145,  116,  81,  43,  65, 3 629
353,2000,   Equatorial Guinea,,226,C,  343,  251,  230,  281,  397,  495,  544,  514,  410,  298,  214,  174,  139,  97,  52,  78, 4 517
354,2005,   Equatorial Guinea,,226,C,  415,  343,  343,  427,  579,  704,  777,  735,  627,  482,  363,  281,  225,  157,  52,  78, 6 588
355,2010,   Equatorial Guinea,,226,C,  486,  432,  453,  569,  756,  909, 1 002,  951,  840,  712,  509,  385,  308,  216,  52,  78, 8 658
356,2015,   Equatorial Guinea,,226,C, 1 085,  771,  788, 1 889, 28 285, 58 085, 37 505, 27 656, 21 165, 14 079, 9 595, 5 584, 1 949,  684,  306,  185, 209 611
357,2020,   Equatorial Guinea,,226,C, 1 216,  874,  911, 2 362, 32 691, 65 420, 41 589, 30 027, 22 509, 14 770, 9 854, 5 531, 1 836,  605,  273,  150, 230 618
358,1990,   Gabon,,266,C R, 12 912, 11 877, 11 083, 10 739, 12 123, 14 052, 14 233, 11 836, 9 043, 6 504, 4 643, 3 276, 2 554, 1 657,  662,  994, 128 188
359,1995,   Gabon,,266,C R, 16 335, 15 026, 14 377, 14 188, 15 965, 18 070, 17 980, 15 862, 12 992, 9 836, 7 284, 5 284, 4 032, 2 098,  839, 1 259, 171 427
360,2000,   Gabon,,266,C R, 19 726, 18 145, 17 647, 17 615, 19 783, 22 055, 21 690, 19 867, 16 934, 13 167, 9 926, 7 295, 5 511, 2 535, 1 014, 1 521, 214 431
361,2005,   Gabon,,266,C R, 20 536, 18 540, 17 500, 20 055, 22 820, 24 139, 23 287, 21 207, 18 415, 14 937, 11 803, 9 231, 5 963, 2 696, 1 078, 1 617, 233 824
362,2010,   Gabon,,266,C R, 23 063, 20 566, 19 015, 23 784, 27 260, 27 976, 26 669, 24 202, 21 259, 17 678, 14 335, 11 567, 7 318, 3 069, 1 227, 1 841, 270 829
363,2015,   Gabon,,266,C R, 30 878, 27 901, 25 630, 31 646, 36 842, 38 581, 37 336, 34 247, 30 307, 25 514, 20 821, 16 826, 11 162, 5 498, 2 199, 3 298, 378 686
364,2020,   Gabon,,266,C R, 30 806, 28 363, 26 261, 28 534, 40 682, 45 110, 43 384, 37 700, 33 072, 29 467, 23 540, 18 537, 14 537, 9 176, 4 230, 3 252, 416 651
365,1990,   Sao Tome and Principe,,678,C,  155,  340,  427,  613,  377,  241,  195,  359,  788,  749,  547,  288,  211,  121,  87,  84, 5 582
366,1995,   Sao Tome and Principe,,678,C,  144,  148,  292,  361,  529,  355,  245,  197,  319,  646,  608,  443,  236,  173,  100,  140, 4 936
367,2000,   Sao Tome and Principe,,678,C,  119,  155,  243,  349,  392,  310,  202,  191,  328,  518,  548,  411,  257,  160,  104,  78, 4 365
368,2005,   Sao Tome and Principe,,678,C,  92,  106,  155,  232,  290,  275,  200,  153,  203,  331,  417,  375,  262,  163,  103,  76, 3 433
369,2010,   Sao Tome and Principe,,678,C,  117,  129,  138,  101,  122,  165,  157,  174,  174,  251,  202,  131,  110,  129,  229,  371, 2 700
370,2015,   Sao Tome and Principe,,678,C,  109,  114,  124,  111,  104,  134,  150,  154,  161,  197,  211,  154,  112,  111,  166,  282, 2 394
371,2020,   Sao Tome and Principe,,678,C,  84,  89,  93,  118,  145,  158,  165,  157,  146,  141,  150,  149,  108,  77,  72,  287, 2 139
379,1990,   Algeria,,12,B R, 17 329, 17 130, 16 940, 18 753, 23 842, 28 174, 28 051, 24 459, 20 427, 16 837, 14 384, 12 894, 10 937, 8 980, 6 735, 8 082, 273 954
380,1995,   Algeria,,12,B R, 16 475, 15 898, 15 419, 17 125, 21 880, 25 560, 25 863, 23 299, 20 316, 17 802, 15 426, 13 098, 10 650, 8 801, 6 565, 7 855, 262 032
381,2000,   Algeria,,12,B R, 15 622, 14 669, 13 903, 15 501, 19 923, 22 953, 23 677, 22 140, 20 202, 18 758, 16 458, 13 298, 10 362, 8 621, 6 395, 7 628, 250 110
382,2005,   Algeria,,12,B R, 12 228, 11 130, 10 259, 11 493, 14 880, 16 853, 17 813, 17 371, 17 140, 16 313, 14 473, 11 172, 8 339, 6 986, 5 152, 6 126, 197 728
383,2010,   Algeria,,12,B R, 13 364, 11 733, 10 452, 11 781, 15 389, 17 059, 18 561, 19 035, 19 162, 19 824, 17 755, 13 139, 9 393, 7 927, 5 810, 6 884, 217 268
384,2015,   Algeria,,12,B R, 10 570, 10 269, 10 785, 13 548, 18 149, 21 993, 20 898, 20 210, 19 960, 19 890, 19 588, 17 098, 12 420, 8 590, 6 893, 8 612, 239 473
385,2020,   Algeria,,12,B R, 10 204, 6 670, 8 761, 13 482, 19 265, 23 758, 24 581, 21 396, 20 190, 19 912, 19 064, 18 345, 15 732, 11 079, 7 318, 10 621, 250 378
386,1990,   Egypt,,818,B R, 20 060, 18 606, 17 609, 17 977, 21 291, 15 302, 11 292, 10 843, 9 484, 8 243, 6 833, 4 710, 4 573, 3 505, 1 402, 2 103, 173 833
387,1995,   Egypt,,818,B R, 15 428, 14 505, 13 986, 15 461, 22 081, 16 538, 14 116, 12 530, 10 502, 8 619, 6 871, 4 794, 4 544, 3 490, 1 396, 2 094, 166 955
388,2000,   Egypt,,818,B R, 9 412, 9 338, 9 637, 13 511, 27 698, 21 978, 22 149, 18 093, 14 405, 10 942, 8 219, 5 845, 5 334, 3 402, 2 209, 2 602, 184 774
389,2005,   Egypt,,818,B R, 14 518, 14 404, 14 866, 20 841, 42 723, 33 900, 34 161, 27 908, 22 219, 16 878, 12 677, 9 015, 8 228, 5 248, 3 407, 4 013, 285 006
390,2010,   Egypt,,818,B R, 11 645, 10 749, 14 252, 21 076, 29 859, 50 721, 39 419, 36 408, 27 281, 21 280, 15 214, 10 303, 6 993, 6 236, 3 729, 4 852, 310 017
391,2015,   Egypt,,818,B R, 11 958, 10 022, 11 186, 21 316, 35 639, 43 957, 56 654, 40 334, 36 372, 27 724, 20 210, 13 770, 9 032, 5 729, 4 759, 4 979, 353 641
392,2020,   Egypt,,818,B R, 29 517, 21 657, 21 040, 30 989, 55 839, 71 654, 65 915, 67 537, 48 421, 43 876, 31 184, 21 761, 14 042, 8 643, 5 030, 6 832, 543 937
393,1990,   Libya,,434,C R, 32 633, 28 485, 31 371, 43 441, 58 680, 64 834, 56 944, 44 638, 32 191, 22 228, 14 519, 10 445, 8 715, 3 418, 2 544, 1 989, 457 075
394,1995,   Libya,,434,C R, 35 935, 31 367, 34 870, 44 988, 58 613, 66 150, 61 992, 52 142, 39 335, 28 185, 19 270, 14 057, 11 182, 4 280, 3 185, 2 490, 508 041
395,2000,   Libya,,434,C R, 39 828, 34 764, 38 949, 47 233, 59 422, 68 476, 68 050, 60 549, 47 183, 34 661, 24 388, 17 938, 13 855, 5 220, 3 884, 3 036, 567 436
396,2005,   Libya,,434,C R, 39 942, 37 138, 40 906, 49 878, 61 694, 70 977, 73 010, 66 914, 55 593, 42 548, 31 423, 23 255, 17 227, 6 410, 4 770, 3 727, 625 412
397,2010,   Libya,,434,C R, 40 416, 39 772, 43 170, 52 891, 64 453, 74 043, 78 462, 73 682, 64 238, 50 567, 38 518, 28 612, 20 646, 7 620, 5 671, 4 431, 687 192
398,2015,   Libya,,434,C R, 50 211, 44 286, 46 826, 56 162, 68 436, 79 386, 85 349, 82 072, 72 753, 58 636, 45 078, 33 707, 24 508, 10 206, 7 595, 5 935, 771 146
399,2020,   Libya,,434,C R, 44 153, 40 093, 44 785, 53 379, 73 972, 89 142, 87 642, 84 163, 78 907, 70 330, 54 206, 40 300, 29 305, 20 245, 7 711, 8 204, 826 537
400,1990,   Morocco,,504,C R, 3 979, 3 606, 3 750, 3 976, 4 133, 4 268, 4 366, 4 303, 4 086, 3 734, 3 221, 2 573, 2 114, 2 112, 2 300, 2 374, 54 895
401,1995,   Morocco,,504,C R, 3 610, 3 259, 3 283, 3 521, 3 693, 3 806, 3 947, 3 970, 3 839, 3 576, 3 200, 2 646, 2 023, 1 813, 2 020, 2 154, 50 360
402,2000,   Morocco,,504,C R, 3 758, 3 476, 3 307, 3 528, 3 801, 3 886, 4 048, 4 160, 4 104, 3 887, 3 556, 3 105, 2 402, 1 811, 1 963, 2 242, 53 034
403,2005,   Morocco,,504,C R, 3 932, 3 776, 3 499, 3 422, 3 962, 3 994, 4 146, 4 311, 4 407, 4 194, 3 944, 3 500, 2 999, 2 029, 1 761, 2 346, 56 222
404,2010,   Morocco,,504,C R, 5 073, 3 818, 3 801, 4 389, 5 390, 6 144, 6 324, 6 175, 5 731, 5 310, 4 655, 3 925, 3 193, 2 402, 1 755, 3 104, 71 189
405,2015,   Morocco,,504,C R, 6 568, 5 130, 4 244, 5 250, 7 605, 9 278, 9 217, 8 381, 7 547, 6 729, 5 706, 4 721, 3 788, 2 937, 2 127, 3 196, 92 424
406,2020,   Morocco,,504,C R, 6 448, 5 523, 4 879, 5 150, 7 123, 10 823, 11 118, 9 768, 8 662, 7 813, 6 629, 5 436, 4 261, 3 260, 2 352, 3 113, 102 358
407,1990,   Sudan,3,729,B R, 180 557, 212 836, 142 743, 138 691, 116 907, 96 283, 77 350, 73 328, 66 333, 51 166, 59 015, 66 543, 72 094, 18 929, 14 519, 15 602,1 402 896
408,1995,   Sudan,3,729,B R, 128 258, 139 723, 126 293, 99 958, 90 782, 75 720, 61 670, 53 517, 49 603, 41 732, 39 133, 44 594, 49 240, 28 908, 13 560, 10 705,1 053 396
409,2000,   Sudan,3,729,B R, 92 939, 97 093, 96 382, 81 974, 69 108, 60 326, 49 778, 41 734, 37 361, 33 092, 29 299, 30 335, 33 997, 25 637, 17 234, 8 797, 805 086
410,2005,   Sudan,3,729,B R, 59 628, 60 960, 62 065, 57 214, 48 465, 41 520, 35 319, 29 355, 25 372, 22 600, 20 014, 19 130, 20 636, 20 581, 15 204, 8 356, 546 419
411,2010,   Sudan,3,729,B R, 64 490, 65 211, 66 529, 64 503, 57 149, 48 662, 41 553, 34 975, 29 595, 25 942, 23 044, 21 167, 21 504, 22 289, 19 352, 12 744, 618 709
412,2015,   Sudan,3,729,B R, 62 083, 62 430, 63 411, 63 071, 58 555, 50 930, 43 424, 36 835, 31 080, 26 732, 23 579, 21 281, 20 539, 21 078, 20 043, 15 452, 620 523
413,2020,   Sudan,3,729,B R, 185 191, 158 006, 164 353, 154 350, 71 614, 78 027, 76 682, 77 926, 83 863, 81 321, 72 296, 65 240, 28 415, 23 189, 20 525, 38 149,1 379 147
414,1990,   Tunisia,,788,C R, 1 958, 2 076, 2 154, 2 506, 3 530, 4 389, 4 445, 3 947, 3 284, 2 580, 2 105, 1 609, 1 233,  795,  560,  813, 37 984
415,1995,   Tunisia,,788,C R, 1 831, 1 933, 2 067, 2 363, 3 142, 3 872, 4 190, 4 036, 3 528, 2 854, 2 332, 1 881, 1 303,  799,  719, 1 017, 37 867
416,2000,   Tunisia,,788,C R, 1 682, 1 776, 1 955, 2 199, 2 782, 3 398, 3 924, 4 103, 3 770, 3 144, 2 569, 1 908, 1 107,  812,  649,  941, 36 719
417,2005,   Tunisia,,788,C R, 1 545, 1 632, 1 802, 2 020, 2 522, 3 038, 3 537, 3 795, 3 654, 3 222, 2 716, 1 887, 1 256,  902,  589,  923, 35 040
418,2010,   Tunisia,,788,C R, 1 884, 2 065, 2 243, 2 535, 3 249, 3 913, 4 386, 4 549, 4 395, 3 969, 3 419, 2 603, 1 507,  903,  627,  925, 43 172
419,2015,   Tunisia,,788,C R, 3 016, 2 315, 2 510, 3 040, 3 998, 5 021, 5 452, 5 577, 5 481, 5 160, 4 495, 3 783, 2 848, 1 669, 1 001, 1 166, 56 532
420,2020,   Tunisia,,788,C R, 3 404, 3 196, 2 591, 2 946, 3 832, 4 900, 5 554, 5 609, 5 469, 5 240, 4 754, 4 054, 3 312, 2 464, 1 448, 1 372, 60 145
421,1990,   Western Sahara,,732,I,  127,  130,  127,  126,  241,  381,  399,  329,  254,  173,  133,  95,  69,  41,  23,  40, 2 688
422,1995,   Western Sahara,,732,I,  143,  154,  150,  150,  200,  311,  404,  390,  322,  239,  164,  123,  89,  65,  41,  44, 2 989
423,2000,   Western Sahara,,732,I,  158,  165,  158,  192,  251,  293,  355,  394,  353,  288,  205,  156,  111,  84,  65,  61, 3 289
424,2005,   Western Sahara,,732,I,  191,  179,  180,  219,  303,  365,  387,  408,  401,  350,  275,  204,  149,  108,  82,  90, 3 891
425,2010,   Western Sahara,,732,I,  221,  189,  193,  238,  316,  409,  459,  459,  440,  412,  347,  265,  191,  138,  97,  119, 4 493
426,2015,   Western Sahara,,732,I,  259,  228,  208,  264,  397,  501,  535,  520,  481,  442,  385,  313,  234,  165,  116,  131, 5 179
427,2020,   Western Sahara,,732,I,  258,  243,  224,  259,  391,  528,  586,  547,  501,  451,  390,  326,  257,  187,  129,  147, 5 424
435,1990,   Botswana,,72,B R, 2 598, 2 748, 1 897, 1 626, 2 177, 2 916, 3 589, 2 981, 2 234, 1 691,  990,  831,  542,  308,  130,  252, 27 510
436,1995,   Botswana,,72,B R, 2 238, 2 756, 2 591, 2 461, 3 375, 4 709, 5 196, 4 420, 3 476, 2 714, 1 913, 1 361,  941,  689,  521,  807, 40 168
437,2000,   Botswana,,72,B R, 3 111, 4 281, 4 712, 4 652, 6 432, 9 094, 9 664, 8 293, 6 633, 5 232, 3 891, 2 641, 1 860, 1 450, 1 200, 1 788, 74 934
438,2005,   Botswana,,72,B R, 3 625, 3 941, 4 191, 4 511, 8 719, 12 666, 12 344, 10 038, 7 517, 5 327, 3 832, 2 574, 1 707, 1 325,  932, 1 412, 84 661
439,2010,   Botswana,,72,B R, 4 160, 3 621, 3 692, 4 395, 11 060, 16 307, 15 099, 11 843, 8 445, 5 453, 3 794, 2 522, 1 566, 1 210,  670, 1 026, 94 863
440,2015,   Botswana,,72,B R, 3 683, 4 170, 3 995, 5 683, 9 133, 13 804, 15 288, 13 141, 10 412, 8 007, 5 433, 3 838, 2 601, 1 650, 1 122, 1 093, 103 053
441,2020,   Botswana,,72,B R, 4 040, 3 917, 4 288, 5 934, 10 004, 13 250, 14 545, 13 678, 11 395, 9 236, 6 867, 4 769, 3 352, 2 225, 1 384, 1 384, 110 268
442,1990,   Eswatini,,748,B R, 3 640, 3 999, 5 926, 8 179, 8 481, 7 977, 7 548, 6 571, 5 352, 4 324, 3 288, 2 648, 2 115, 1 492, 1 548, 1 903, 74 991
443,1995,   Eswatini,,748,B R, 1 634, 1 742, 1 967, 3 528, 4 057, 3 808, 3 590, 3 411, 2 683, 2 281, 1 730, 1 320, 1 136,  826,  558,  886, 35 157
444,2000,   Eswatini,,748,B R, 1 848, 1 780, 1 847, 2 756, 3 647, 3 875, 3 495, 3 270, 2 650, 2 285, 1 802, 1 351, 1 124,  853,  575,  926, 34 084
445,2005,   Eswatini,,748,B R, 2 129, 1 855, 1 735, 1 894, 3 226, 4 017, 3 442, 3 159, 2 655, 2 327, 1 918, 1 410, 1 130,  900,  605,  990, 33 392
446,2010,   Eswatini,,748,B R, 2 046, 1 914, 1 725, 1 744, 2 460, 3 480, 3 584, 3 172, 2 793, 2 394, 2 039, 1 598, 1 220,  975,  723,  770, 32 637
447,2015,   Eswatini,,748,B R, 1 989, 1 925, 1 769, 1 686, 2 043, 2 887, 3 434, 3 284, 2 899, 2 522, 2 155, 1 768, 1 370, 1 067,  825,  729, 32 352
448,2020,   Eswatini,,748,B R, 1 897, 1 809, 1 759, 1 834, 2 134, 2 588, 3 110, 3 370, 3 082, 2 692, 2 264, 1 887, 1 490, 1 132,  862,  948, 32 858
449,1990,   Lesotho,,426,C R,  764,  665,  592,  584,  747,  909,  986,  823,  649,  503,  378,  271,  135,  74,  63,  97, 8 240
450,1995,   Lesotho,,426,C R,  656,  568,  567,  587,  715,  816,  853,  705,  548,  410,  286,  209,  104,  57,  48,  75, 7 204
451,2000,   Lesotho,,426,C R,  548,  471,  541,  590,  682,  723,  721,  586,  447,  316,  194,  147,  74,  40,  34,  53, 6 167
452,2005,   Lesotho,,426,C R,  371,  232,  278,  405,  814,  872,  835,  768,  590,  442,  289,  167,  83,  45,  39,  60, 6 290
453,2010,   Lesotho,,426,C R,  394,  181,  172,  379,  551,  916,  909,  789,  672,  520,  381,  236,  126,  73,  45,  70, 6 414
454,2015,   Lesotho,,426,C R,  742,  295,  254,  446,  898, 1 107, 1 249, 1 058,  875,  751,  552,  396,  246,  131,  71,  81, 9 152
455,2020,   Lesotho,,426,C R,  934,  538,  336,  583, 1 083, 1 547, 1 487, 1 377, 1 119,  942,  752,  541,  379,  225,  113,  104, 12 060
456,1990,   Namibia,,516,B R, 7 212, 9 394, 10 874, 13 393, 12 406, 9 807, 8 634, 7 811, 6 989, 6 093, 5 108, 4 535, 4 306, 4 336, 4 742, 5 001, 120 641
457,1995,   Namibia,,516,B R, 6 767, 9 038, 8 590, 11 817, 13 315, 9 965, 8 447, 7 752, 6 907, 6 209, 5 224, 4 361, 4 150, 3 931, 4 207, 4 692, 115 372
458,2000,   Namibia,,516,B R, 7 798, 10 576, 10 257, 9 542, 17 695, 12 994, 9 984, 9 477, 8 391, 7 527, 6 785, 5 258, 4 794, 4 773, 4 288, 5 408, 135 547
459,2005,   Namibia,,516,B R, 5 059, 5 960, 7 237, 8 865, 11 848, 11 921, 9 139, 7 730, 7 091, 6 430, 5 667, 4 810, 4 037, 3 495, 3 702, 4 356, 107 347
460,2010,   Namibia,,516,B R, 3 488, 3 738, 4 776, 6 997, 12 975, 12 960, 9 957, 8 112, 7 182, 6 823, 6 150, 5 010, 4 568, 3 520, 2 647, 4 923, 103 826
461,2015,   Namibia,,516,B R, 2 408, 2 740, 3 491, 5 944, 9 569, 15 089, 13 222, 9 153, 7 269, 6 566, 5 986, 5 299, 4 254, 3 759, 2 705, 4 164, 101 618
